Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Membrane Transport	-Translation	0.02429	0.0308	0.04719	0.01612	0.02099	0.03322	0.01397	0.01726	0.02777	0.0148	0.01593	0.02073
-Central Carbon Metabolism	-Translation	0.1178	0.2228	0.2851	0.07763	0.1628	0.2894	0.2958	0.4602	0.7954	0.3178	0.5729	0.9223
-Energy Metabolism	-Translation	0.03697	0.06976	0.08122	0.03004	0.05564	0.06032	0.1516	0.1855	0.2161	0.198	0.2146	0.2655
-Biosynthesis	-Translation	0.3243	0.4313	0.4747	0.2599	0.3669	0.402	0.5113	0.5265	0.6747	0.4986	0.64	0.7159
-Other Enzymes	-Translation	0.8464	1.05	1.186	0.6402	0.7698	0.9213	0.9485	1.283	1.492	1.048	1.456	1.604
Organismal Systems	-Translation	0.4973	0.59	0.6594	0.4245	0.4941	0.5488	0.4252	0.4853	0.5271	0.377	0.4834	0.5062
-Immune System	-Translation	0.2598	0.3314	0.3629	0.2377	0.2886	0.3525	0.1741	0.2111	0.2405	0.1729	0.2302	0.2773
-Endocrine System	-Translation	0.02109	0.06643	0.09012	0.02045	0.04476	0.06415	0.05094	0.08444	0.1065	0.02852	0.06142	0.08829
-Circulatory System	-Translation	0.003442	0.01141	0.01779	0.003375	0.00848	0.01433	0.01669	0.02662	0.03362	0.01476	0.0226	0.03109
-Digestive System	-Translation	0.02176	0.03752	0.05359	0.01388	0.03038	0.03727	0.007963	0.01278	0.03427	0.006731	0.01022	0.03685
-Excretory System	-Translation	0.02953	0.04313	0.06645	0.02182	0.02872	0.04179	0.04449	0.05005	0.06715	0.0339	0.04917	0.0602
-Nervous System	-Translation	0.01381	0.04873	0.07636	0.009104	0.03283	0.05504	0.01252	0.03506	0.09685	0.009157	0.03789	0.08885
-Sensory System	-Translation	0	0.005018	0.008736	0	0.004552	0.00533	0	0.001421	0.004897	0	0.001621	0.002046
-Development	-Translation	0.01528	0.03305	0.0602	0.009707	0.02461	0.03872	0.006131	0.01459	0.02886	0.006103	0.01376	0.02516
-Environmental Adaptation	-Translation	0	0.002152	0.0195	0	0.001456	0.02098	0	0.003974	0.0353	0	0.003535	0.02928
Human Diseases	-Translation	0.489	0.603	0.7006	0.3713	0.4754	0.6335	0.5956	0.8586	1.07	0.5511	0.9202	1.031
-Cancers	-Translation	0.08782	0.1164	0.1288	0.05596	0.0739	0.08851	0.03361	0.07377	0.1054	0.03805	0.07869	0.1014
-Immune System Diseases	-Translation	0.004117	0.02235	0.05195	0.002592	0.01595	0.04054	0.01732	0.0288	0.04164	0.01519	0.02506	0.03783
-Neurodegenerative Diseases	-Translation	0.07488	0.1334	0.2749	0.06092	0.1095	0.2828	0.1092	0.2964	0.6067	0.1115	0.2758	0.6176
-Cardiovascular Diseases	-Translation	0.01466	0.04861	0.06373	0.006321	0.02758	0.04073	0.06229	0.07487	0.1639	0.03552	0.04321	0.1381
-Metabolic Diseases	-Translation	0	0	0.01222	0	0	0.008834	0	0	0.1034	0	0	0.1579
-Infectious Diseases	-Translation	0.1823	0.214	0.2935	0.1446	0.1943	0.2564	0.1225	0.2035	0.2516	0.1335	0.2128	0.2743
Not Mapped	-Translation	1.994	2.061	2.13	1.718	1.751	1.801	1.697	1.817	1.873	1.716	1.777	1.839
-Not Mapped	-Translation	1.994	2.061	2.13	1.718	1.751	1.801	1.697	1.817	1.873	1.716	1.777	1.839
TOTAL	-Folding, Sorting and Degradation	9.288	9.6	10.2	10.68	10.97	11.82	6.493	6.841	7.285	6.736	6.915	7.392
MAPPED	-Folding, Sorting and Degradation	7.241	7.484	7.954	8.209	8.429	9.083	5.371	5.659	6.026	5.607	5.756	6.153
Genetic Information Processing	-Folding, Sorting and Degradation	2.898	2.981	3.17	3.32	3.475	3.69	2.193	2.291	2.405	2.208	2.285	2.393
-Transcription	-Folding, Sorting and Degradation	0.3439	0.379	0.4162	0.3769	0.4301	0.485	0.2711	0.2835	0.3072	0.2608	0.2772	0.2903
-Translation	-Folding, Sorting and Degradation	0.9653	1.051	1.072	1.35	1.477	1.546	0.6153	0.6501	0.7009	0.6203	0.6476	0.7022
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.5531	0.5899	0.6724	0.5801	0.6198	0.6938	0.3029	0.3436	0.3751	0.2905	0.3525	0.4004
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3244	0.4055	0.4993	0.3558	0.3884	0.5258	0.1045	0.1217	0.1469	0.09498	0.1208	0.1486
-Signal Transduction	-Folding, Sorting and Degradation	0.0582	0.1172	0.1407	0.07016	0.1146	0.1423	0.01653	0.04263	0.05334	0.01995	0.04641	0.06066
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.2304	0.2883	0.4233	0.2386	0.2857	0.4422	0.0705	0.09091	0.1041	0.06424	0.08084	0.09248
Cellular Processes	-Folding, Sorting and Degradation	0.9237	0.9864	1.097	0.953	1.03	1.12	0.5743	0.6691	0.7453	0.5354	0.6366	0.6945
-Cell structure	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.279	0.3171	0.3725	0.3468	0.4091	0.47	0.108	0.127	0.1534	0.1144	0.1352	0.1684
-Cytoskeleton	-Folding, Sorting and Degradation	0.3989	0.4716	0.5048	0.3652	0.4437	0.4833	0.2829	0.3765	0.4148	0.2366	0.3206	0.3588
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.08095	0.1036	0.1195	0.08567	0.1015	0.1141	0.05115	0.07843	0.1017	0.05692	0.08097	0.1076
-Cell Communication	-Folding, Sorting and Degradation	0.0823	0.09548	0.1307	0.07188	0.0872	0.123	0.05434	0.07033	0.1283	0.05244	0.06849	0.1332
Metabolism	-Folding, Sorting and Degradation	1.616	1.842	2.128	1.782	2.071	2.403	1.412	1.718	1.964	1.643	1.884	2.193
-Membrane Transport	-Folding, Sorting and Degradation	0.02576	0.0306	0.04961	0.02363	0.02956	0.04908	0.009142	0.01092	0.01907	0.009386	0.01073	0.01435
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.1238	0.221	0.3055	0.1147	0.2272	0.4409	0.1923	0.318	0.5347	0.2058	0.3966	0.6211
-Energy Metabolism	-Folding, Sorting and Degradation	0.03886	0.07135	0.08592	0.04438	0.07764	0.08895	0.09854	0.1141	0.1515	0.1331	0.139	0.1789
-Biosynthesis	-Folding, Sorting and Degradation	0.3474	0.4523	0.4968	0.3961	0.4992	0.5939	0.3252	0.3696	0.4448	0.3252	0.4247	0.4602
-Other Enzymes	-Folding, Sorting and Degradation	0.8556	1.084	1.27	0.9148	1.181	1.298	0.5858	0.8479	0.9181	0.6734	0.9299	0.995
Organismal Systems	-Folding, Sorting and Degradation	0.5227	0.6321	0.6636	0.6339	0.7179	0.7985	0.2909	0.3166	0.3336	0.2664	0.3131	0.3302
-Immune System	-Folding, Sorting and Degradation	0.2731	0.3429	0.3931	0.3511	0.434	0.5286	0.117	0.1392	0.1618	0.1165	0.1471	0.186
-Endocrine System	-Folding, Sorting and Degradation	0.02217	0.06715	0.08997	0.03022	0.06821	0.09268	0.03312	0.05709	0.0693	0.01975	0.04466	0.05639
-Circulatory System	-Folding, Sorting and Degradation	0.003728	0.01218	0.01869	0.005143	0.01304	0.01999	0.01027	0.01644	0.02186	0.009631	0.01457	0.02014
-Digestive System	-Folding, Sorting and Degradation	0.02333	0.04004	0.05612	0.02147	0.04488	0.05617	0.005503	0.00796	0.02117	0.00466	0.007159	0.02369
-Excretory System	-Folding, Sorting and Degradation	0.02985	0.04163	0.07124	0.03118	0.04282	0.0644	0.02749	0.03574	0.04514	0.02196	0.03169	0.03937
-Nervous System	-Folding, Sorting and Degradation	0.01379	0.05221	0.07371	0.01282	0.04961	0.07515	0.007704	0.02535	0.06296	0.00568	0.02591	0.05666
-Sensory System	-Folding, Sorting and Degradation	0	0.005073	0.009279	0	0.006504	0.008118	0	0.000996	0.003082	0	0.001178	0.001378
-Development	-Folding, Sorting and Degradation	0.01475	0.03527	0.06085	0.01501	0.0372	0.05454	0.004297	0.009492	0.01882	0.004437	0.009265	0.0156
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0.002302	0.0205	0	0.002218	0.031	0	0.002746	0.02295	0	0.002429	0.01896
Human Diseases	-Folding, Sorting and Degradation	0.5202	0.5905	0.7361	0.5742	0.6417	0.9052	0.3987	0.5405	0.6609	0.3595	0.5877	0.6791
-Cancers	-Folding, Sorting and Degradation	0.09372	0.1199	0.1389	0.08457	0.1034	0.1369	0.02322	0.04796	0.07068	0.02635	0.05025	0.06926
-Immune System Diseases	-Folding, Sorting and Degradation	0.00411	0.02378	0.0546	0.00365	0.02411	0.0599	0.01065	0.01998	0.0267	0.009425	0.01655	0.02431
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.07965	0.1429	0.2779	0.0942	0.1668	0.4042	0.07655	0.2143	0.4063	0.08104	0.1937	0.4181
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.01569	0.04952	0.06885	0.009632	0.04084	0.0611	0.04064	0.04871	0.1144	0.02265	0.02819	0.09739
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0.013	0	0	0.01366	0	0	0.06364	0	0	0.09796
-Infectious Diseases	-Folding, Sorting and Degradation	0.182	0.2293	0.3035	0.2037	0.2833	0.3552	0.08857	0.1257	0.1635	0.09373	0.132	0.1899
Not Mapped	-Folding, Sorting and Degradation	2.047	2.116	2.249	2.473	2.539	2.736	1.122	1.182	1.259	1.129	1.159	1.239
-Not Mapped	-Folding, Sorting and Degradation	2.047	2.116	2.249	2.473	2.539	2.736	1.122	1.182	1.259	1.129	1.159	1.239
TOTAL	-DNA Maintenance	15.01	16.18	17.19	16.84	17.89	18.66	18.19	19.15	21.91	17.67	19.4	21.73
MAPPED	-DNA Maintenance	11.7	12.61	13.4	12.95	13.75	14.34	15.05	15.84	18.12	14.71	16.15	18.09
Genetic Information Processing	-DNA Maintenance	4.614	4.984	5.298	5.319	5.654	5.833	6.038	6.497	7.241	5.892	6.452	6.768
-Transcription	-DNA Maintenance	0.5844	0.6352	0.6809	0.6352	0.7078	0.7396	0.7799	0.8189	0.9082	0.708	0.7888	0.8488
-Translation	-DNA Maintenance	1.553	1.673	1.872	2.178	2.322	2.482	1.689	1.927	2.109	1.629	1.817	1.979
-Folding, Sorting and Degradation	-DNA Maintenance	1.455	1.676	1.752	1.433	1.611	1.685	2.495	2.87	3.292	2.409	2.814	3.057
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.55	0.6892	0.7745	0.557	0.6505	0.7764	0.2788	0.35	0.4581	0.2427	0.3357	0.4481
-Signal Transduction	-DNA Maintenance	0.09867	0.1843	0.2358	0.1098	0.1846	0.2189	0.04428	0.1241	0.1541	0.05098	0.1276	0.1709
-Signaling Molecules and Interaction	-DNA Maintenance	0.3861	0.4899	0.616	0.3849	0.4663	0.6374	0.2259	0.2375	0.2945	0.1917	0.2145	0.2659
Cellular Processes	-DNA Maintenance	1.499	1.674	1.792	1.537	1.668	1.777	1.592	1.904	2.138	1.422	1.761	1.843
-Cell structure	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.4491	0.5346	0.6292	0.5359	0.6487	0.7599	0.3328	0.3776	0.4352	0.3145	0.4057	0.4655
-Cytoskeleton	-DNA Maintenance	0.668	0.7741	0.8366	0.6077	0.7183	0.7566	0.7548	1.046	1.176	0.6045	0.8902	1.018
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1264	0.1769	0.203	0.1289	0.1691	0.1916	0.1516	0.2411	0.2918	0.1549	0.2336	0.3161
-Cell Communication	-DNA Maintenance	0.1327	0.1528	0.2216	0.116	0.1359	0.1991	0.1582	0.1994	0.365	0.1442	0.2053	0.3481
Metabolism	-DNA Maintenance	2.83	3.173	3.31	2.97	3.343	3.629	4.109	5.118	5.556	4.519	5.431	6.212
-Membrane Transport	-DNA Maintenance	0.04369	0.05116	0.0897	0.03845	0.04769	0.08461	0.02661	0.03135	0.05759	0.02596	0.03154	0.03968
-Central Carbon Metabolism	-DNA Maintenance	0.2238	0.3701	0.5179	0.1977	0.3781	0.6903	0.6332	0.9705	1.535	0.6698	1.116	1.826
-Energy Metabolism	-DNA Maintenance	0.07026	0.1172	0.1332	0.07651	0.1225	0.1371	0.2971	0.3768	0.4073	0.347	0.4007	0.4941
-Biosynthesis	-DNA Maintenance	0.589	0.7075	0.8529	0.6201	0.7993	0.9631	0.9147	1.06	1.444	0.9227	1.13	1.407
-Other Enzymes	-DNA Maintenance	1.499	1.842	2.092	1.525	1.903	2.094	1.705	2.374	2.945	1.852	2.496	3.182
Organismal Systems	-DNA Maintenance	0.8058	1.072	1.127	0.941	1.198	1.274	0.7436	0.8901	1.055	0.6603	0.8772	0.9839
-Immune System	-DNA Maintenance	0.4036	0.5828	0.6712	0.5315	0.6938	0.8276	0.3359	0.408	0.4939	0.3423	0.448	0.526
-Endocrine System	-DNA Maintenance	0.04009	0.1176	0.1508	0.0521	0.1068	0.1458	0.109	0.1477	0.2066	0.05556	0.1076	0.1605
-Circulatory System	-DNA Maintenance	0.006	0.01772	0.0338	0.008051	0.02101	0.03327	0.03153	0.04784	0.07196	0.02732	0.03995	0.06298
-Digestive System	-DNA Maintenance	0.03548	0.06236	0.09032	0.03077	0.07623	0.08879	0.01451	0.02385	0.06161	0.01213	0.01877	0.06514
-Excretory System	-DNA Maintenance	0.05229	0.07075	0.1201	0.05198	0.06704	0.1037	0.07513	0.1017	0.1294	0.06675	0.09016	0.1055
-Nervous System	-DNA Maintenance	0.02311	0.08851	0.1253	0.02069	0.07151	0.1266	0.02543	0.06757	0.1819	0.01737	0.06698	0.1591
-Sensory System	-DNA Maintenance	0	0.008287	0.01523	0	0.01035	0.01281	0	0.002543	0.009625	0	0.002863	0.00405
-Development	-DNA Maintenance	0.02507	0.05284	0.1044	0.02152	0.05362	0.088	0.01072	0.02657	0.05863	0.01069	0.02756	0.04771
-Environmental Adaptation	-DNA Maintenance	0	0.003908	0.03576	0	0.003473	0.05343	0	0.008322	0.07416	0	0.006784	0.06221
Human Diseases	-DNA Maintenance	0.7737	1.003	1.313	0.8231	1.081	1.509	1.042	1.569	1.983	0.994	1.512	1.919
-Cancers	-DNA Maintenance	0.1364	0.1856	0.2339	0.1219	0.1724	0.1962	0.07088	0.139	0.1886	0.07413	0.1631	0.2007
-Immune System Diseases	-DNA Maintenance	0.006887	0.03536	0.09873	0.00589	0.03475	0.1033	0.03518	0.05527	0.07771	0.02882	0.04592	0.06686
-Neurodegenerative Diseases	-DNA Maintenance	0.1185	0.2423	0.4868	0.135	0.2611	0.6737	0.191	0.5712	1.215	0.1952	0.4836	1.203
-Cardiovascular Diseases	-DNA Maintenance	0.02627	0.07549	0.1211	0.01508	0.06007	0.1037	0.1106	0.1364	0.3244	0.05788	0.07996	0.2774
-Metabolic Diseases	-DNA Maintenance	0	0	0.02072	0	0	0.02052	0	0	0.2101	0	0	0.2995
-Infectious Diseases	-DNA Maintenance	0.305	0.3745	0.4906	0.3286	0.4338	0.5986	0.2361	0.3657	0.5057	0.2341	0.3824	0.5391
Not Mapped	-DNA Maintenance	3.309	3.566	3.79	3.899	4.141	4.319	3.144	3.309	3.786	2.961	3.251	3.641
-Not Mapped	-DNA Maintenance	3.309	3.566	3.79	3.899	4.141	4.319	3.144	3.309	3.786	2.961	3.251	3.641
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	16.97	23.4	25.86	17.69	25.65	29.63	45.02	54	61.97	45.48	55.36	64.94
MAPPED	Environmental Information Processing	13.23	18.25	20.16	13.6	19.71	22.77	37.24	44.67	51.26	37.85	46.08	54.05
Genetic Information Processing	Environmental Information Processing	5.193	7.146	8.013	5.532	7.976	9.351	14.94	18.11	20.99	14.65	17.56	21.61
-Transcription	Environmental Information Processing	0.6667	0.9081	1.021	0.7014	0.9765	1.163	1.881	2.254	2.681	1.79	2.189	2.622
-Translation	Environmental Information Processing	1.835	2.454	2.69	2.354	3.391	3.808	4.471	5.136	6.056	4.347	5.218	6.343
-Folding, Sorting and Degradation	Environmental Information Processing	1.711	2.335	2.694	1.528	2.22	2.704	6.47	7.483	8.746	6.279	7.266	9.05
-DNA Maintenance	Environmental Information Processing	0.9802	1.436	1.608	0.9484	1.411	1.676	2.12	2.649	3.274	1.979	2.96	3.617
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.1522	0.2564	0.3792	0.1589	0.2533	0.3549	0.1358	0.3266	0.3708	0.1898	0.3809	0.4126
-Signaling Molecules and Interaction	Environmental Information Processing	0.5799	0.7371	0.8206	0.5913	0.7169	0.8249	0.5066	0.6525	0.8412	0.4376	0.6158	0.7899
Cellular Processes	Environmental Information Processing	1.688	2.313	2.828	1.619	2.261	2.979	4.127	5.109	6.519	3.647	4.724	6.286
-Cell structure	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.5426	0.7461	0.9262	0.6152	0.922	1.154	0.7696	1.056	1.342	0.7699	1.099	1.431
-Cytoskeleton	Environmental Information Processing	0.807	1.057	1.345	0.7069	0.963	1.301	2.236	2.707	3.407	1.768	2.444	3.143
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.1385	0.2419	0.335	0.1309	0.2315	0.3149	0.3309	0.5869	0.7894	0.3574	0.5965	0.891
-Cell Communication	Environmental Information Processing	0.1826	0.2213	0.3505	0.1637	0.1944	0.328	0.4352	0.5122	1.086	0.4064	0.5044	1.149
Metabolism	Environmental Information Processing	3.134	4.548	4.963	2.994	4.865	5.6	10.53	13.37	16.24	11.71	14.76	18.52
-Membrane Transport	Environmental Information Processing	0.06128	0.08021	0.1158	0.05559	0.06902	0.109	0.06394	0.08367	0.1359	0.07017	0.09082	0.1061
-Central Carbon Metabolism	Environmental Information Processing	0.289	0.5409	0.7632	0.2547	0.5435	0.9915	1.382	2.684	4.517	1.402	3.487	5.168
-Energy Metabolism	Environmental Information Processing	0.09072	0.1705	0.2	0.09854	0.178	0.2164	0.7081	0.9631	1.133	0.9175	1.154	1.464
-Biosynthesis	Environmental Information Processing	0.6444	1.044	1.233	0.6536	1.164	1.351	2.318	3.054	3.803	2.436	2.9	4.164
-Other Enzymes	Environmental Information Processing	1.926	2.474	3.018	1.804	2.576	3.508	4.872	6.044	8.387	5.358	6.757	9.478
Organismal Systems	Environmental Information Processing	1.106	1.41	1.788	1.163	1.689	2.2	2.076	2.378	2.764	1.793	2.353	2.893
-Immune System	Environmental Information Processing	0.5554	0.7294	1.087	0.7014	0.9786	1.462	0.7968	1.047	1.369	0.7838	1.166	1.557
-Endocrine System	Environmental Information Processing	0.05176	0.1733	0.2424	0.05841	0.1894	0.2152	0.238	0.4429	0.5474	0.124	0.3068	0.4261
-Circulatory System	Environmental Information Processing	0.008616	0.02506	0.04364	0.01445	0.02866	0.05332	0.08982	0.1318	0.1571	0.08358	0.1203	0.1372
-Digestive System	Environmental Information Processing	0.03993	0.09556	0.162	0.03316	0.1121	0.1579	0.0356	0.06126	0.1761	0.02926	0.05557	0.1961
-Excretory System	Environmental Information Processing	0.07705	0.1027	0.1278	0.07181	0.1004	0.1333	0.2134	0.2695	0.3464	0.1496	0.2302	0.3141
-Nervous System	Environmental Information Processing	0.03715	0.1223	0.1818	0.03467	0.1005	0.1806	0.06738	0.2213	0.4525	0.05141	0.234	0.4008
-Sensory System	Environmental Information Processing	0	0.01153	0.02187	0	0.01416	0.02086	0	0.007453	0.02197	0	0.008456	0.01211
-Development	Environmental Information Processing	0.03638	0.07312	0.157	0.02945	0.07379	0.1475	0.03215	0.07731	0.1553	0.03184	0.06235	0.1412
-Environmental Adaptation	Environmental Information Processing	0	0.005449	0.04786	0	0.005329	0.06882	0	0.0193	0.1649	0	0.01732	0.1292
Human Diseases	Environmental Information Processing	1.076	1.571	1.84	1.105	1.663	2.331	3.124	3.98	5.496	3.149	4.282	5.622
-Cancers	Environmental Information Processing	0.1749	0.2876	0.4052	0.155	0.2662	0.3257	0.1503	0.3446	0.6649	0.1654	0.3652	0.6039
-Immune System Diseases	Environmental Information Processing	0.01107	0.0492	0.1489	0.00987	0.04803	0.1637	0.09319	0.1641	0.2221	0.08107	0.1363	0.2013
-Neurodegenerative Diseases	Environmental Information Processing	0.1648	0.4406	0.5787	0.1848	0.4688	0.8853	0.5729	1.839	2.852	0.5816	1.713	3.273
