Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Folding, Sorting and Degradation	-Biosynthesis	0.7074	0.8103	0.9305	0.3905	0.4243	0.5308	0.4657	0.5413	0.7636
-DNA Maintenance	-Biosynthesis	0.2491	0.3033	0.3427	0.1604	0.1925	0.2058	0.1269	0.1514	0.1969
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.149	0.1718	0.1831	0.07638	0.0868	0.1035	0.0893	0.1005	0.1407
-Signal Transduction	-Biosynthesis	0.04715	0.06094	0.0702	0.04112	0.04923	0.06136	0.03434	0.04252	0.06099
-Signaling Molecules and Interaction	-Biosynthesis	0.09911	0.1098	0.1162	0.03435	0.03836	0.04243	0.05496	0.05737	0.07969
Cellular Processes	-Biosynthesis	1.063	1.157	1.228	1.022	1.129	1.248	0.6427	0.6661	0.9268
-Cell structure	-Biosynthesis	0.9921	1.099	1.164	0.9508	1.062	1.174	0.6052	0.6318	0.8776
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0.0005641	0.0006249	0.0006617	0.02835	0.03165	0.03502	0.0005608	0.0005854	0.0008132
-Vesicular Transport	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Biosynthesis	0.02305	0.02553	0.02704	0.01653	0.01846	0.02042	0.01589	0.01659	0.02304
-Cell Motility	-Biosynthesis	0.001558	0.003048	0.01374	0.001558	0.002772	0.009082	0.0002897	0.001096	0.0018
-Cell Growth and Death	-Biosynthesis	0.03022	0.03273	0.03372	0.01325	0.01449	0.01819	0.01673	0.01791	0.0277
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0	0
Metabolism	-Biosynthesis	3.37	3.679	3.973	3.07	3.45	3.733	2.778	2.89	3.957
-Membrane Transport	-Biosynthesis	0.6161	0.6664	0.7713	0.6382	0.697	0.7709	0.5733	0.5903	0.8053
-Central Carbon Metabolism	-Biosynthesis	0.4147	0.483	0.6039	0.3869	0.4526	0.6119	0.2784	0.3322	0.4439
-Energy Metabolism	-Biosynthesis	0.2138	0.2315	0.336	0.1256	0.1716	0.2104	0.1362	0.1686	0.1989
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	0.9727	1.219	1.327	0.8098	0.9909	1.269	0.7111	0.843	1.545
Organismal Systems	-Biosynthesis	0	0.0003179	0.0008141	0	0.0006479	0.001658	0	0.0001551	0.0004631
-Immune System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Endocrine System	-Biosynthesis	0	0	0.0003718	0	0	0.0002287	0	0	0.0001665
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Digestive System	-Biosynthesis	0	0	2.472e-05	0	0	0.0007386	0	0	9.68e-08
-Excretory System	-Biosynthesis	0	0	0.0004216	0	0	0.0006898	0	0	0.000246
-Nervous System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0.0003062	0	0	0.0001975	0	0	0.0001509
Human Diseases	-Biosynthesis	0.03264	0.06901	0.1853	0.0387	0.05319	0.1597	0.02177	0.06474	0.184
-Cancers	-Biosynthesis	0	0.0004122	0.0004911	0	0.000666	0.0008009	0	0.0002939	0.0004335
-Immune System Diseases	-Biosynthesis	0	0	0.0007139	0	0	0.0004699	0	0	0.0005304
-Neurodegenerative Diseases	-Biosynthesis	0	2.361e-05	0.09264	0	0.0007498	0.1055	0	1.081e-05	0.1002
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Biosynthesis	0	0	0.04399	0	0	0.01777	0	0	0.0536
-Infectious Diseases	-Biosynthesis	0.003246	0.03141	0.09949	0.01989	0.03364	0.05703	0.003657	0.02171	0.1034
Not Mapped	-Biosynthesis	1.174	1.3	1.377	1.027	1.146	1.268	0.7875	0.8221	1.142
-Not Mapped	-Biosynthesis	1.174	1.3	1.377	1.027	1.146	1.268	0.7875	0.8221	1.142
TOTAL	-Other Enzymes	12.16	12.45	14.13	7.705	8.744	9.847	8.548	11.43	12.49
MAPPED	-Other Enzymes	11.15	11.42	12.96	6.75	7.66	8.627	7.811	10.44	11.42
Genetic Information Processing	-Other Enzymes	7.143	7.427	8.396	2.816	3.237	3.586	4.51	5.986	6.458
-Transcription	-Other Enzymes	0.2055	0.2369	0.2598	0.1858	0.2073	0.2232	0.1606	0.217	0.2266
-Translation	-Other Enzymes	6.074	6.242	7.082	2.122	2.405	2.7	3.695	4.949	5.414
-Folding, Sorting and Degradation	-Other Enzymes	0.5884	0.6841	0.7412	0.3525	0.4301	0.4713	0.4691	0.6353	0.7293
-DNA Maintenance	-Other Enzymes	0.1953	0.2417	0.3043	0.1537	0.1857	0.2043	0.1113	0.169	0.1983
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.1253	0.1351	0.1592	0.07496	0.08135	0.09874	0.08535	0.1151	0.1286
-Signal Transduction	-Other Enzymes	0.04021	0.04887	0.06339	0.04107	0.04621	0.05632	0.0339	0.04534	0.05338
-Signaling Molecules and Interaction	-Other Enzymes	0.08484	0.08687	0.09862	0.03195	0.03683	0.04084	0.05145	0.06878	0.0752
Cellular Processes	-Other Enzymes	0.8963	0.9207	1.056	0.9398	1.066	1.202	0.6	0.7989	0.8816
-Cell structure	-Other Enzymes	0.8492	0.8696	0.9871	0.8844	1.004	1.13	0.5666	0.7573	0.8281
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0.0004829	0.0004945	0.0005613	0.02637	0.02992	0.0337	0.000525	0.0007017	0.0007673
-Vesicular Transport	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Other Enzymes	0.01973	0.0202	0.02294	0.01538	0.01745	0.01965	0.01488	0.01989	0.02174
-Cell Motility	-Other Enzymes	0.001278	0.002489	0.01284	0.001533	0.002501	0.009476	0.0003436	0.001166	0.001895
-Cell Growth and Death	-Other Enzymes	0.02341	0.02584	0.03206	0.01117	0.01428	0.01721	0.01524	0.02044	0.02592
-Cell Communication	-Other Enzymes	0	0	0	0	0	0	0	0	0
Metabolism	-Other Enzymes	2.837	2.932	3.334	2.811	3.228	3.678	2.562	3.46	3.807
-Membrane Transport	-Other Enzymes	0.5157	0.5432	0.6337	0.5805	0.6571	0.7692	0.5177	0.6985	0.7775
-Central Carbon Metabolism	-Other Enzymes	0.3444	0.4114	0.4768	0.383	0.4282	0.5308	0.2426	0.3373	0.4425
-Energy Metabolism	-Other Enzymes	0.1611	0.2091	0.3066	0.0946	0.1827	0.206	0.1058	0.1776	0.2361
-Biosynthesis	-Other Enzymes	0.7011	0.802	0.9679	0.753	0.9174	1.065	0.6179	1.185	1.332
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0.0003062	0.0006385	0	0.0005397	0.001472	0	0.0001993	0.0004068
-Immune System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Endocrine System	-Other Enzymes	0	0	0.0003062	0	0	0.0002376	0	0	0.0002065
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Digestive System	-Other Enzymes	0	0	2.028e-05	0	0	0.0006565	0	0	1.098e-07
-Excretory System	-Other Enzymes	0	0	0.0003401	0	0	0.0006125	0	0	0.0002161
-Nervous System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0.0002818	0	0	0.0001982	0	0	0.0001445
Human Diseases	-Other Enzymes	0.02289	0.05663	0.166	0.03242	0.04723	0.1386	0.01727	0.06975	0.1585
-Cancers	-Other Enzymes	0	0.0003376	0.0004045	0	0.0006591	0.0007901	0	0.0002739	0.0003915
-Immune System Diseases	-Other Enzymes	0	0	0.0005692	0	0	0.0004321	0	0	0.0006073
-Neurodegenerative Diseases	-Other Enzymes	0	1.894e-05	0.0721	0	0.0007604	0.0915	0	1.282e-05	0.06672
-Cardiovascular Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Other Enzymes	0	0	0.03779	0	0	0.01794	0	0	0.06183
-Infectious Diseases	-Other Enzymes	0.002604	0.02202	0.08326	0.02064	0.03113	0.05622	0.003722	0.01768	0.1398
Not Mapped	-Other Enzymes	1.005	1.029	1.168	0.9549	1.084	1.22	0.7372	0.9854	1.078
-Not Mapped	-Other Enzymes	1.005	1.029	1.168	0.9549	1.084	1.22	0.7372	0.9854	1.078
TOTAL	Organismal Systems	19500	39510	642100	4743	14280	43050	17850	53360	1.04e+08
MAPPED	Organismal Systems	17890	36250	589000	4155	12510	37720	16310	48750	95070000
Genetic Information Processing	Organismal Systems	11630	23430	380800	1771	5200	15830	9461	28070	54510000
-Transcription	Organismal Systems	348.4	799.5	11590	120.3	344.2	1019	357.5	1089	1976000
-Translation	Organismal Systems	9775	19820	322600	1305	3914	11890	7715	23080	45070000
-Folding, Sorting and Degradation	Organismal Systems	1105	2066	33620	256.1	644.1	2119	1156	3077	5785000
-DNA Maintenance	Organismal Systems	305.9	837.4	13000	89.2	290.9	921.2	232.4	818.3	1679000
-RNA Family	Organismal Systems	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Organismal Systems	211.6	459.6	6948	43.51	144.8	433.4	178.2	573.5	1086000
-Signal Transduction	Organismal Systems	70.07	160.2	2467	23.84	85.62	254.9	70.78	245.8	459300
-Signaling Molecules and Interaction	Organismal Systems	136.1	275.7	4481	19.67	59.21	178.5	107.4	321.1	626300
Cellular Processes	Organismal Systems	1442	2912	47250	580.5	1741	5310	1256	3739	7274000
-Cell structure	Organismal Systems	1362	2760	44850	544.4	1639	4941	1183	3536	6896000
-Crystallins	Organismal Systems	0	0	0	0	0	0	0	0	0
-Stress Response	Organismal Systems	0.7744	1.569	25.5	16.23	48.86	147.3	1.096	3.277	6390
-Vesicular Transport	Organismal Systems	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Organismal Systems	31.64	64.12	1042	9.464	28.49	85.91	31.06	92.86	181100
-Cell Motility	Organismal Systems	2.16	8.034	63.01	0.8901	4.278	50.4	0.718	7.255	3129
-Cell Growth and Death	Organismal Systems	39.76	79.49	1274	8.339	20.69	85.13	39.99	100.7	187700
-Cell Communication	Organismal Systems	0	0	0	0	0	0	0	0	0
Metabolism	Organismal Systems	4554	9423	151200	1740	5209	16020	5376	16270	31500000
-Membrane Transport	Organismal Systems	827.6	1829	28360	354.5	1076	3317	1081	3393	6376000
-Central Carbon Metabolism	Organismal Systems	582.5	1351	19540	279.9	709.6	2234	670.9	1806	3072000
-Energy Metabolism	Organismal Systems	281.8	685.9	13590	68.12	264.8	997.1	245.9	878.8	2150000
-Biosynthesis	Organismal Systems	1179	2432	40450	457.4	1512	5197	1290	5630	10800000
-Other Enzymes	Organismal Systems	1556	3228	49300	580.5	1498	4810	2088	4842	9106000
Organismal Systems	Organismal Systems	1	1	1	1	1	1	1	1	1
-Immune System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Endocrine System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Circulatory System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Digestive System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Excretory System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Nervous System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Sensory System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Development	Organismal Systems	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Organismal Systems	0	0	1	0	0	1	0	0	1
Human Diseases	Organismal Systems	38.49	236	2792	18.82	96.46	341.6	36.06	434.1	699200
-Cancers	Organismal Systems	0	0.5791	2.247	0	0.4588	5.163	0	0.888	3.36
-Immune System Diseases	Organismal Systems	0	0	25.86	0	0	2.054	0	0	5480
-Neurodegenerative Diseases	Organismal Systems	0	0.03256	232.7	0	0.5166	153.1	0	0.03269	407.3
-Cardiovascular Diseases	Organismal Systems	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Organismal Systems	0	0	1863	0	0	86.85	0	0	579000
-Infectious Diseases	Organismal Systems	10.21	70.51	903	18.45	40.65	338.3	23.17	88.7	114800
Not Mapped	Organismal Systems	1612	3266	53070	587.8	1769	5335	1539	4602	8973000
-Not Mapped	Organismal Systems	1612	3266	53070	587.8	1769	5335	1539	4602	8973000
TOTAL	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Endocrine System	19500	Inf	Inf	4743	Inf	Inf	17850	Inf	Inf
MAPPED	-Endocrine System	17890	Inf	Inf	4155	Inf	Inf	16310	Inf	Inf
Genetic Information Processing	-Endocrine System	11630	Inf	Inf	1771	Inf	Inf	9461	Inf	Inf
-Transcription	-Endocrine System	406.8	Inf	Inf	120.3	Inf	Inf	357.5	Inf	Inf
-Translation	-Endocrine System	9775	Inf	Inf	1305	Inf	Inf	7715	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine System	1143	Inf	Inf	256.1	Inf	Inf	1156	Inf	Inf
-DNA Maintenance	-Endocrine System	305.9	Inf	Inf	89.2	Inf	Inf	232.4	Inf	Inf
-RNA Family	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Endocrine System	211.6	Inf	Inf	43.51	Inf	Inf	178.2	Inf	Inf
-Signal Transduction	-Endocrine System	75.59	Inf	Inf	23.84	Inf	Inf	70.78	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine System	136.1	Inf	Inf	19.67	Inf	Inf	107.4	Inf	Inf
Cellular Processes	-Endocrine System	1442	Inf	Inf	580.5	Inf	Inf	1256	Inf	Inf
-Cell structure	-Endocrine System	1362	Inf	Inf	544.4	Inf	Inf	1183	Inf	Inf
-Crystallins	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Endocrine System	0.7744	Inf	Inf	16.23	Inf	Inf	1.096	Inf	Inf
-Vesicular Transport	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Endocrine System	31.64	Inf	Inf	9.464	Inf	Inf	31.06	Inf	Inf
-Cell Motility	-Endocrine System	2.16	Inf	Inf	0.8901	Inf	Inf	0.718	Inf	Inf
-Cell Growth and Death	-Endocrine System	45.42	Inf	Inf	9.511	Inf	Inf	39.99	Inf	Inf
-Cell Communication	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Endocrine System	4554	Inf	Inf	1740	Inf	Inf	5376	Inf	Inf
-Membrane Transport	-Endocrine System	827.6	Inf	Inf	354.5	Inf	Inf	1081	Inf	Inf
-Central Carbon Metabolism	-Endocrine System	650.1	Inf	Inf	279.9	Inf	Inf	670.9	Inf	Inf
-Energy Metabolism	-Endocrine System	281.8	Inf	Inf	68.12	Inf	Inf	245.9	Inf	Inf
-Biosynthesis	-Endocrine System	1228	Inf	Inf	457.4	Inf	Inf	1290	Inf	Inf
-Other Enzymes	-Endocrine System	1566	Inf	Inf	580.5	Inf	Inf	2088	Inf	Inf
Organismal Systems	-Endocrine System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Endocrine System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Circulatory System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Endocrine System	47.56	Inf	Inf	18.82	Inf	Inf	36.06	Inf	Inf
-Cancers	-Endocrine System	0.5401	Inf	NaN	0.3664	Inf	NaN	0.5592	Inf	NaN
-Immune System Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Endocrine System	10.21	Inf	Inf	18.45	Inf	Inf	23.6	Inf	Inf
Not Mapped	-Endocrine System	1612	Inf	Inf	587.8	Inf	Inf	1539	Inf	Inf
-Not Mapped	-Endocrine System	1612	Inf	Inf	587.8	Inf	Inf	1539	Inf	Inf
TOTAL	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Digestive System	642100	Inf	Inf	13320	Inf	Inf	1.04e+08	Inf	Inf
MAPPED	-Digestive System	589000	Inf	Inf	11670	Inf	Inf	95070000	Inf	Inf
Genetic Information Processing	-Digestive System	380700	Inf	Inf	4930	Inf	Inf	54250000	Inf	Inf
-Transcription	-Digestive System	10700	Inf	Inf	292.9	Inf	Inf	1876000	Inf	Inf
-Translation	-Digestive System	321200	Inf	Inf	3657	Inf	Inf	44810000	Inf	Inf
-Folding, Sorting and Degradation	-Digestive System	33620	Inf	Inf	644.1	Inf	Inf	5583000	Inf	Inf
-DNA Maintenance	-Digestive System	11880	Inf	Inf	256.3	Inf	Inf	1435000	Inf	Inf
-RNA Family	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Digestive System	6633	Inf	Inf	122	Inf	Inf	1038000	Inf	Inf
-Signal Transduction	-Digestive System	2152	Inf	Inf	65.93	Inf	Inf	412000	Inf	Inf
-Signaling Molecules and Interaction	-Digestive System	4481	Inf	Inf	56.09	Inf	Inf	626300	Inf	Inf
Cellular Processes	-Digestive System	47250	Inf	Inf	1623	Inf	Inf	7274000	Inf	Inf
