Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Cytoskeleton	Human Diseases	0.08493	0.2276	0.8028	0.08257	0.2177	0.3622	0.05832	0.16	0.8267
-Cell Motility	Human Diseases	0.004582	0.02382	0.1035	0.007776	0.03354	0.105	0.0007297	0.008351	0.02886
-Cell Growth and Death	Human Diseases	0.1147	0.3128	1.22	0.07087	0.211	0.3506	0.06815	0.1937	0.9588
-Cell Communication	Human Diseases	0	0	0	0	0	0	0	0	0
Metabolism	Human Diseases	13.87	36.48	130.3	19.07	50.96	84.41	13.02	35.9	184.4
-Membrane Transport	Human Diseases	2.503	6.397	22.79	3.532	9.57	15.1	2.338	6.335	32.16
-Central Carbon Metabolism	Human Diseases	2.505	7.388	22.92	2.936	9.632	14.35	1.57	4.473	25.89
-Energy Metabolism	Human Diseases	0.7917	1.833	8.193	0.7664	2.108	3.965	0.4748	1.438	7.674
-Biosynthesis	Human Diseases	3.518	10.07	36.86	5.759	16.76	27.35	3.187	10.2	50.71
-Other Enzymes	Human Diseases	4.107	10.79	39.53	5.793	12.2	24.72	3.231	8.485	44.28
Organismal Systems	Human Diseases	0	0.003522	0.03522	0	0.005853	0.04435	0	0.001635	0.02217
-Immune System	Human Diseases	0	0	0	0	0	0	0	0	0
-Endocrine System	Human Diseases	0	0	0.0193	0	0	0.00727	0	0	0.01308
-Circulatory System	Human Diseases	0	0	0	0	0	0	0	0	0
-Digestive System	Human Diseases	0	0	0.0004783	0	0	0.02226	0	0	2.608e-07
-Excretory System	Human Diseases	0	0	0.003574	0	0	0.008126	0	0	0.002148
-Nervous System	Human Diseases	0	0	0	0	0	0	0	0	0
-Sensory System	Human Diseases	0	0	0	0	0	0	0	0	0
-Development	Human Diseases	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Human Diseases	0	0	0.00193	0	0	0.001839	0	0	0.0009643
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0.002371	0.02134	0	0.005689	0.02753	0	0.0017	0.02598
-Immune System Diseases	Human Diseases	0	0	0.01332	0	0	0.00936	0	0	0.01801
-Neurodegenerative Diseases	Human Diseases	0	8.217e-05	0.3573	0	0.005637	0.5576	0	3.308e-05	0.2936
-Cardiovascular Diseases	Human Diseases	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Human Diseases	0	0	0.8529	0	0	0.5507	0	0	0.9297
-Infectious Diseases	Human Diseases	0.04828	0.5555	0.9961	0.2031	0.4238	0.9896	0.04551	0.5635	0.9976
Not Mapped	Human Diseases	4.948	13.26	46.77	6.163	16.25	27.03	3.355	9.202	47.56
-Not Mapped	Human Diseases	4.948	13.26	46.77	6.163	16.25	27.03	3.355	9.202	47.56
TOTAL	-Cancers	11280	18730	Inf	5356	8144	Inf	10790	18650	Inf
MAPPED	-Cancers	9934	16490	Inf	4566	6942	Inf	9598	16590	Inf
Genetic Information Processing	-Cancers	4801	7864	Inf	1230	1854	Inf	3854	6447	Inf
-Transcription	-Cancers	123	291	Inf	67.7	125.3	Inf	126.1	295.8	Inf
-Translation	-Cancers	3775	6248	Inf	842.2	1280	Inf	2833	4885	Inf
-Folding, Sorting and Degradation	-Cancers	657	1062	Inf	228.5	340.6	Inf	705.1	1076	Inf
-DNA Maintenance	-Cancers	246.1	311.8	Inf	91.46	116.3	Inf	190.3	245.3	Inf
-RNA Family	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Cancers	142.6	252.9	Inf	44.74	73.23	Inf	108.7	197.8	Inf
-Signal Transduction	-Cancers	28.9	64.23	Inf	18.31	33.04	Inf	25.42	53.9	Inf
-Signaling Molecules and Interaction	-Cancers	113.7	188.7	Inf	26.43	40.19	Inf	83.27	143.9	Inf
Cellular Processes	-Cancers	1208	1997	Inf	781.4	1185	Inf	970.9	1676	Inf
-Cell structure	-Cancers	1138	1890	Inf	732.4	1114	Inf	917.3	1585	Inf
-Crystallins	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Cancers	0.6472	1.075	Inf	21.84	33.2	Inf	0.85	1.469	Inf
-Vesicular Transport	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Cancers	23.12	38.39	Inf	10.59	16.11	Inf	20.75	35.86	Inf
-Cell Motility	-Cancers	1.895	8.003	Inf	1.39	3.814	Inf	0.4409	1.832	Inf
-Cell Growth and Death	-Cancers	38.13	62.14	Inf	12.74	18.86	Inf	30.88	52.37	Inf
-Cell Communication	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Cancers	3735	6254	Inf	2473	3753	Inf	4625	8007	Inf
-Membrane Transport	-Cancers	688.8	1102	Inf	456.6	689	Inf	834.1	1421	Inf
-Central Carbon Metabolism	-Cancers	661	1181	Inf	349.9	590.7	Inf	556.6	1064	Inf
-Energy Metabolism	-Cancers	230.9	389.3	Inf	100.5	191.7	Inf	186.3	342.4	Inf
-Biosynthesis	-Cancers	1043	1768	Inf	862.4	1180	Inf	1825	3226	Inf
-Other Enzymes	-Cancers	1111	1898	Inf	703.7	1130	Inf	1119	1986	Inf
Organismal Systems	-Cancers	0	1.485	Inf	0	1.972	Inf	0	0.9617	Inf
-Immune System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Cancers	0	0.8138	NaN	0	0.3232	NaN	0	0.5671	NaN
-Circulatory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Cancers	0	0	Inf	0	0	Inf	0	0	Inf
-Nervous System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Cancers	42.17	259.1	Inf	26.05	96.52	Inf	36	420.8	Inf
-Cancers	-Cancers	1	1	NaN	1	1	NaN	1	1	NaN
-Immune System Diseases	-Cancers	0	0	Inf	0	0	Inf	0	0	Inf
-Neurodegenerative Diseases	-Cancers	0	0.02083	Inf	0	0.4171	Inf	0	0.01364	Inf
-Cardiovascular Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Cancers	0	31.88	NaN	0	18.37	NaN	0	26.12	NaN
-Infectious Diseases	-Cancers	6.288	147.1	Inf	22.95	46.12	Inf	9.986	206.1	Inf
Not Mapped	-Cancers	1347	2236	Inf	790.6	1202	Inf	1194	2063	Inf
-Not Mapped	-Cancers	1347	2236	Inf	790.6	1202	Inf	1194	2063	Inf
TOTAL	-Immune System Diseases	17980	Inf	Inf	16230	Inf	Inf	15560	Inf	Inf
MAPPED	-Immune System Diseases	15830	Inf	Inf	13830	Inf	Inf	13840	Inf	Inf
Genetic Information Processing	-Immune System Diseases	7555	Inf	Inf	3698	Inf	Inf	5383	Inf	Inf
-Transcription	-Immune System Diseases	197	Inf	Inf	231.3	Inf	Inf	181.8	Inf	Inf
-Translation	-Immune System Diseases	6004	Inf	Inf	2552	Inf	Inf	4065	Inf	Inf
-Folding, Sorting and Degradation	-Immune System Diseases	905.7	Inf	Inf	634.6	Inf	Inf	831.8	Inf	Inf
-DNA Maintenance	-Immune System Diseases	291.3	Inf	Inf	253	Inf	Inf	192.6	Inf	Inf
-RNA Family	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Immune System Diseases	228.3	Inf	Inf	154.5	Inf	Inf	156.7	Inf	Inf
-Signal Transduction	-Immune System Diseases	46.29	Inf	Inf	63.22	Inf	Inf	36.66	Inf	Inf
-Signaling Molecules and Interaction	-Immune System Diseases	181.1	Inf	Inf	80.09	Inf	Inf	120.1	Inf	Inf
Cellular Processes	-Immune System Diseases	1906	Inf	Inf	2351	Inf	Inf	1390	Inf	Inf
-Cell structure	-Immune System Diseases	1814	Inf	Inf	2219	Inf	Inf	1323	Inf	Inf
-Crystallins	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Immune System Diseases	1.031	Inf	Inf	66.17	Inf	Inf	1.226	Inf	Inf
-Vesicular Transport	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Immune System Diseases	36.85	Inf	Inf	32.1	Inf	Inf	29.92	Inf	Inf
-Cell Motility	-Immune System Diseases	1.737	Inf	Inf	3.189	Inf	Inf	0.264	Inf	Inf
-Cell Growth and Death	-Immune System Diseases	49.64	Inf	Inf	28.23	Inf	Inf	34.7	Inf	Inf
-Cell Communication	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Immune System Diseases	5905	Inf	Inf	7383	Inf	Inf	6669	Inf	Inf
-Membrane Transport	-Immune System Diseases	1036	Inf	Inf	1355	Inf	Inf	1164	Inf	Inf
-Central Carbon Metabolism	-Immune System Diseases	1059	Inf	Inf	1180	Inf	Inf	802.5	Inf	Inf
-Energy Metabolism	-Immune System Diseases	296.7	Inf	Inf	203.3	Inf	Inf	244.5	Inf	Inf
-Biosynthesis	-Immune System Diseases	1528	Inf	Inf	1987	Inf	Inf	1735	Inf	Inf
-Other Enzymes	-Immune System Diseases	1747	Inf	Inf	2407	Inf	Inf	1587	Inf	Inf
Organismal Systems	-Immune System Diseases	0.0665	Inf	Inf	0.7338	Inf	Inf	4.877e-05	Inf	Inf
-Immune System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Immune System Diseases	40.68	Inf	Inf	100.9	Inf	Inf	36.19	Inf	Inf
-Cancers	-Immune System Diseases	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf
-Immune System Diseases	-Immune System Diseases	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Neurodegenerative Diseases	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Immune System Diseases	16.25	Inf	Inf	36.26	Inf	Inf	9.147	Inf	Inf
Not Mapped	-Immune System Diseases	2147	Inf	Inf	2396	Inf	Inf	1721	Inf	Inf
-Not Mapped	-Immune System Diseases	2147	Inf	Inf	2396	Inf	Inf	1721	Inf	Inf
TOTAL	-Neurodegenerative Diseases	124.3	899200	Inf	83.09	19530	Inf	108	1368000	Inf
MAPPED	-Neurodegenerative Diseases	109.5	791800	Inf	70.82	16640	Inf	96.07	1216000	Inf
Genetic Information Processing	-Neurodegenerative Diseases	50.13	377500	Inf	18.27	4419	Inf	35.41	472800	Inf
-Transcription	-Neurodegenerative Diseases	1.368	14310	Inf	1.184	300.4	Inf	1.259	21770	Inf
-Translation	-Neurodegenerative Diseases	41.41	298800	Inf	13.05	3054	Inf	28.24	357000	Inf
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	5.065	50980	Inf	2.681	816.7	Inf	4.374	78940	Inf
-DNA Maintenance	-Neurodegenerative Diseases	2.07	17150	Inf	1.192	299.4	Inf	1.421	20940	Inf
-RNA Family	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Neurodegenerative Diseases	1.575	12140	Inf	0.681	183.1	Inf	1.092	15000	Inf
-Signal Transduction	-Neurodegenerative Diseases	0.3226	3084	Inf	0.2692	86.74	Inf	0.2588	4445	Inf
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	1.252	9060	Inf	0.41	96.36	Inf	0.8335	10550	Inf
Cellular Processes	-Neurodegenerative Diseases	13.16	95460	Inf	12.03	2832	Inf	9.644	122500	Inf
-Cell structure	-Neurodegenerative Diseases	12.54	90730	Inf	11.36	2670	Inf	9.182	116300	Inf
-Crystallins	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Neurodegenerative Diseases	0.007131	51.59	Inf	0.3387	79.61	Inf	0.008508	107.7	Inf
-Vesicular Transport	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Neurodegenerative Diseases	0.2548	1843	Inf	0.1643	38.61	Inf	0.2077	2630	Inf
-Cell Motility	-Neurodegenerative Diseases	0.01287	209.6	Inf	0.01443	6.461	Inf	0.002598	159.9	Inf
-Cell Growth and Death	-Neurodegenerative Diseases	0.3443	2649	Inf	0.1416	37.31	Inf	0.2427	3371	Inf
-Cell Communication	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Neurodegenerative Diseases	40.27	299900	Inf	37.2	9040	Inf	45.3	586400	Inf
-Membrane Transport	-Neurodegenerative Diseases	7.159	52920	Inf	6.776	1653	Inf	8.107	103400	Inf
-Central Carbon Metabolism	-Neurodegenerative Diseases	7.012	60640	Inf	5.867	1530	Inf	5.349	82350	Inf
-Energy Metabolism	-Neurodegenerative Diseases	2.052	18320	Inf	1.041	394.1	Inf	1.529	25130	Inf
-Biosynthesis	-Neurodegenerative Diseases	10.56	76030	Inf	10.17	2973	Inf	10.85	241600	Inf
-Other Enzymes	-Neurodegenerative Diseases	11.49	91120	Inf	11.58	2376	Inf	11.51	140800	Inf
Organismal Systems	-Neurodegenerative Diseases	0	39.07	Inf	0	1.441	Inf	0	41.59	Inf
-Immune System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Neurodegenerative Diseases	0	39.07	NaN	0	0.775	NaN	0	41.59	NaN
-Circulatory System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Neurodegenerative Diseases	0	0.0004575	NaN	0	0.01069	NaN	0	3.386e-07	NaN
-Excretory System	-Neurodegenerative Diseases	0	28.94	NaN	0	1.441	NaN	0	28.93	NaN
-Nervous System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Neurodegenerative Diseases	1.119	6252	Inf	1.261	133.4	Inf	1.063	16090	Inf
-Cancers	-Neurodegenerative Diseases	0	48.01	Inf	0	2.398	Inf	0	73.33	Inf
-Immune System Diseases	-Neurodegenerative Diseases	0	0.006914	NaN	0	0.005119	NaN	0	0.006255	NaN
-Neurodegenerative Diseases	-Neurodegenerative Diseases	1	1	NaN	1	1	NaN	1	1	NaN
-Cardiovascular Diseases	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Neurodegenerative Diseases	0	0.8158	NaN	0	0.3127	NaN	0	1.207	NaN
-Infectious Diseases	-Neurodegenerative Diseases	0.1124	1926	Inf	0.2562	102.2	Inf	0.05721	3019	Inf
Not Mapped	-Neurodegenerative Diseases	14.84	107400	Inf	12.26	2882	Inf	11.95	151300	Inf
-Not Mapped	-Neurodegenerative Diseases	14.84	107400	Inf	12.26	2882	Inf	11.95	151300	Inf
TOTAL	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Metabolic Diseases	152.4	587.5	Inf	265.7	443.4	Inf	89.5	714.2	Inf
MAPPED	-Metabolic Diseases	134.2	517.3	Inf	226.5	378	Inf	79.6	635.2	Inf
Genetic Information Processing	-Metabolic Diseases	62.97	250	Inf	60.14	101.8	Inf	30.19	255.1	Inf
-Transcription	-Metabolic Diseases	1.677	6.497	Inf	3.487	6.607	Inf	1.043	8.512	Inf
-Translation	-Metabolic Diseases	50.52	196.7	Inf	41.46	69.9	Inf	23.3	187.5	Inf
-Folding, Sorting and Degradation	-Metabolic Diseases	7.06	34.22	Inf	10.09	18.92	Inf	4.092	46.67	Inf
-DNA Maintenance	-Metabolic Diseases	2.541	12.81	Inf	3.896	7.571	Inf	1.186	12.59	Inf
-RNA Family	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Metabolic Diseases	2.001	7.444	Inf	2.359	3.704	Inf	0.9456	7.222	Inf
-Signal Transduction	-Metabolic Diseases	0.4651	1.524	Inf	1.014	1.516	Inf	0.2549	1.711	Inf
-Signaling Molecules and Interaction	-Metabolic Diseases	1.535	5.919	Inf	1.311	2.188	Inf	0.6906	5.511	Inf
Cellular Processes	-Metabolic Diseases	16.15	62.91	Inf	38.47	64.69	Inf	7.997	64.25	Inf
-Cell structure	-Metabolic Diseases	15.37	59.27	Inf	36.34	60.63	Inf	7.608	60.71	Inf
-Crystallins	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Metabolic Diseases	0.008742	0.0337	Inf	1.083	1.808	Inf	0.007049	0.05625	Inf
-Vesicular Transport	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Metabolic Diseases	0.3123	1.204	Inf	0.5255	0.8769	Inf	0.1721	1.373	Inf
-Cell Motility	-Metabolic Diseases	0.01465	0.4168	Inf	0.04584	0.3157	Inf	0.001518	0.07354	Inf
-Cell Growth and Death	-Metabolic Diseases	0.4399	1.986	Inf	0.481	1.054	Inf	0.2083	2.044	Inf
-Cell Communication	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Metabolic Diseases	49.37	196.6	Inf	119	204.7	Inf	37.53	306.6	Inf
-Membrane Transport	-Metabolic Diseases	8.775	35.87	Inf	21.67	37.8	Inf	6.768	55.2	Inf
-Central Carbon Metabolism	-Metabolic Diseases	8.596	37.03	Inf	17.73	31.18	Inf	4.432	40.74	Inf
-Energy Metabolism	-Metabolic Diseases	2.933	12.02	Inf	4.396	11.11	Inf	1.34	12.95	Inf
-Biosynthesis	-Metabolic Diseases	13.42	54.34	Inf	33.46	71.39	Inf	8.994	127.7	Inf
-Other Enzymes	-Metabolic Diseases	14.09	62.98	Inf	32.34	61.52	Inf	9.126	76.06	Inf
Organismal Systems	-Metabolic Diseases	0	0.02552	Inf	0	0.06434	Inf	0	0.02172	Inf
-Immune System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Metabolic Diseases	0	0.00662	NaN	0	0.01055	NaN	0	0.002722	NaN
-Circulatory System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Metabolic Diseases	0	0.0005608	NaN	0	0.03418	NaN	0	2.805e-07	NaN
-Excretory System	-Metabolic Diseases	0	0.004903	NaN	0	0.01962	NaN	0	0.001893	NaN
-Nervous System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Metabolic Diseases	0	0.02552	NaN	0	0.0176	NaN	0	0.02172	NaN
Human Diseases	-Metabolic Diseases	1.059	14.18	Inf	1.536	10.62	Inf	1.053	23.54	Inf
-Cancers	-Metabolic Diseases	0	0.05208	NaN	0	0.08278	NaN	0	0.06618	NaN
-Immune System Diseases	-Metabolic Diseases	0	0.03252	NaN	0	0.02398	NaN	0	0.0459	NaN
-Neurodegenerative Diseases	-Metabolic Diseases	0	4.725	NaN	0	5.314	NaN	0	6.611	NaN
-Cardiovascular Diseases	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Metabolic Diseases	1	1	NaN	1	1	NaN	1	1	NaN
-Infectious Diseases	-Metabolic Diseases	0.05115	8.42	Inf	0.5211	4.251	Inf	0.04792	15.89	Inf
Not Mapped	-Metabolic Diseases	18.19	70.14	Inf	39.22	65.45	Inf	9.898	78.99	Inf
-Not Mapped	-Metabolic Diseases	18.19	70.14	Inf	39.22	65.45	Inf	9.898	78.99	Inf
TOTAL	-Infectious Diseases	69.77	400.1	1106	85.26	191.1	345.3	44.43	453.1	1868
MAPPED	-Infectious Diseases	61.44	352.3	974.2	72.68	162.9	294.3	39.51	403	1661
Genetic Information Processing	-Infectious Diseases	28.14	170.2	468.4	19.07	44.45	78.14	14.73	162.5	645.6
-Transcription	-Infectious Diseases	0.7716	4.724	16.98	1.321	2.941	5.953	0.5356	5.812	22.96
-Translation	-Infectious Diseases	23.36	133.5	369.9	13.53	29.92	53.88	11.73	118.4	486.3
-Folding, Sorting and Degradation	-Infectious Diseases	2.842	23.68	58.39	3.115	8.974	15	1.819	31.28	107.8
-DNA Maintenance	-Infectious Diseases	1.039	5.899	23.22	1.105	3.208	5.597	0.5071	5.61	28.6
-RNA Family	-Infectious Diseases	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Infectious Diseases	0.884	5.335	15.08	0.7667	1.748	3.238	0.4544	4.664	20.57
-Signal Transduction	-Infectious Diseases	0.181	1.11	3.928	0.3365	0.7978	1.534	0.1076	1.166	6.156
-Signaling Molecules and Interaction	-Infectious Diseases	0.703	4.031	11.15	0.4207	0.9676	1.704	0.3428	3.497	14.41
Cellular Processes	-Infectious Diseases	7.387	42.65	117.3	12.46	27.68	50.22	4.008	40.49	167.3
-Cell structure	-Infectious Diseases	7.039	40.37	111.6	11.66	26.14	47.21	3.776	38.52	158.8
-Crystallins	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Stress Response	-Infectious Diseases	0.004003	0.02295	0.06347	0.3476	0.7793	1.408	0.003499	0.03569	0.1471
-Vesicular Transport	-Infectious Diseases	0	0	0	0	0	0	0	0	0
