Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Environmental Adaptation	-Immune System	0	0.007707	0.6977	0	0.006452	0.6895	0	0.008078	0.6791	0	0.005448	0.6212
Human Diseases	-Immune System	3.318	6.891	12.45	3.556	7.416	12.9	3.129	6.268	11.84	3.447	6.694	11.29
-Cancers	-Immune System	0.1103	0.2501	2.742	0.1095	0.2573	3.049	0.1206	0.2875	2.523	0.1282	0.2546	2.795
-Immune System Diseases	-Immune System	0.06375	0.1749	0.6694	0.08328	0.2005	0.767	0.04937	0.1264	0.4884	0.08551	0.1805	0.7468
-Neurodegenerative Diseases	-Immune System	0.5001	1.693	3.231	0.3313	1.553	2.777	0.5887	1.64	4.101	0.3401	1.459	2.49
-Cardiovascular Diseases	-Immune System	0.8867	1.624	3.358	1.086	1.73	3.889	0.799	1.482	2.545	1.106	1.655	2.972
-Metabolic Diseases	-Immune System	0	0	1.341	0	0	1.495	0	0	1.237	0	0	1.441
-Infectious Diseases	-Immune System	0.5577	1.484	4.483	0.6021	1.427	5.062	0.52	1.826	3.937	0.6215	1.563	6.115
Not Mapped	-Immune System	6.733	8.607	17.52	5.548	8.586	15.48	6.439	8.265	17.99	5.978	8.709	14.88
-Not Mapped	-Immune System	6.733	8.607	17.52	5.548	8.586	15.48	6.439	8.265	17.99	5.978	8.709	14.88
TOTAL	-Endocrine System	63.9	430.2	1521	51.63	496.4	1670	79.31	418.8	1515	54.08	467.6	1542
MAPPED	-Endocrine System	55.58	374.2	1323	45.04	433	1457	68.58	362.1	1310	46.82	404.8	1335
Genetic Information Processing	-Endocrine System	11.93	108.5	368.7	10.32	144.3	450.9	14.26	94.91	345.8	11.48	149.2	469.5
-Transcription	-Endocrine System	0.7691	5.018	18.07	0.7509	7.041	23.79	0.7671	4.029	15.02	0.8014	7.003	22.67
-Translation	-Endocrine System	2.763	17.61	64.33	2.591	23.96	85.17	3.108	15.25	55.34	2.898	25.47	81.15
-Folding, Sorting and Degradation	-Endocrine System	7.271	50.61	165.1	6.056	63.89	183.8	9.28	49.38	169.4	6.641	61.85	207.5
-DNA Maintenance	-Endocrine System	0.6063	12.63	111.9	0.5179	15.54	151.5	0.7443	11.41	89.24	0.5511	14.1	167.5
-RNA Family	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Endocrine System	1.063	29.9	67.75	1.69	52.11	120.9	2.36	26.47	59.86	2.568	54.27	118.7
-Signal Transduction	-Endocrine System	0.159	2.605	4.439	0.1308	2.646	5.7	0.2045	2.915	4.057	0.1377	2.477	5.323
-Signaling Molecules and Interaction	-Endocrine System	0.8362	27.13	64.28	1.514	49.61	117.3	2.049	23.4	48.91	2.39	52	115.2
Cellular Processes	-Endocrine System	22.36	153.4	580.6	13.33	138.5	502.2	30.77	162.6	640.2	11.88	113.7	418.4
-Crystallins	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Endocrine System	0.6395	5.555	18.77	0.4049	5.4	16.09	0.939	6.447	19.76	0.4283	5.483	15.98
-Cytoskeleton	-Endocrine System	19.24	130.2	513.4	10.51	102.6	423.1	27.42	145.4	551.9	9.112	85.2	340.8
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.3249	3.505	13.85	0.3998	4.236	15.95	0.324	3.658	14.53	0.3207	4.196	15.09
-Cell Communication	-Endocrine System	1.918	14.12	38.99	1.942	21.62	53.2	1.659	9.978	31.32	1.823	19.15	46.91
Metabolism	-Endocrine System	5.828	37.84	155.1	4.896	46.82	189	7.022	34.39	130.3	4.801	44.18	165.3
-Membrane Transport	-Endocrine System	0.004803	0.03234	0.4817	0.003286	0.04411	0.4952	0.003403	0.02723	0.3994	0.002651	0.046	0.2726
-Central Carbon Metabolism	-Endocrine System	0.5684	9.595	38.32	0.4853	12.68	46.74	0.6364	8.26	35.91	0.5313	12.01	42.8
-Energy Metabolism	-Endocrine System	0.3017	3.377	9.476	0.2692	5.046	11.54	0.3213	3.019	8.686	0.2769	4.537	11.5
-Biosynthesis	-Endocrine System	0.7706	6.093	19.41	0.5762	7.602	21.36	0.8841	5.165	17.25	0.5454	7.035	20.14
-Other Enzymes	-Endocrine System	2.262	20.2	74.94	1.792	24.55	87.04	2.789	18.51	79.9	1.988	23.13	85.44
Organismal Systems	-Endocrine System	2.212	16.55	49.1	1.953	19.86	51.12	2.623	16.69	57.2	2.062	19.63	61.04
-Immune System	-Endocrine System	0.132	6.024	18.54	0.1293	6.768	19.85	0.1476	6.143	17.65	0.143	6.62	18.55
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	0.496	4.871	16.26	0.3148	4.892	18.12	0.8194	5.64	17.11	0.364	5.301	19.56
-Digestive System	-Endocrine System	0.006177	0.3042	1.892	0.006763	0.3481	2.644	0.007131	0.2764	0.942	0.002289	0.268	1.987
-Excretory System	-Endocrine System	0.08157	0.5098	3.662	0.05867	0.4646	3.529	0.1022	0.3658	3.381	0.05723	0.3797	3.096
-Nervous System	-Endocrine System	0.04791	0.4972	4.176	0.04462	0.4943	4.959	0.03573	0.5287	4.189	0.04201	0.4552	4.845
-Sensory System	-Endocrine System	0	0	0.0646	0	0	0.07306	0	0	0.06483	0	0	0.07188
-Development	-Endocrine System	0.05434	0.3548	1.72	0.05404	0.5143	2.29	0.05984	0.3128	1.677	0.06071	0.5156	2.485
-Environmental Adaptation	-Endocrine System	0	0.06423	3.316	0	0.08855	3.777	0	0.06532	3.359	0	0.07586	3.685
Human Diseases	-Endocrine System	9.036	36.17	153.1	8.401	44.01	192	9.9	33.48	119.1	9.841	39.82	157.2
-Cancers	-Endocrine System	0.1447	2.013	33.7	0.1241	2.216	45.38	0.2121	2.017	25.37	0.15	2.308	38.93
-Immune System Diseases	-Endocrine System	0.2274	0.9949	4.898	0.2007	1.339	5.822	0.1996	0.8425	3.533	0.2039	1.26	6.722
-Neurodegenerative Diseases	-Endocrine System	0.4265	11.86	31.39	0.3157	12.74	32.61	0.614	12.94	28.94	0.3617	11.45	27.07
-Cardiovascular Diseases	-Endocrine System	1.65	12.37	41.27	1.543	16.88	49.93	1.576	9.658	25.28	1.777	15.24	41.39
-Metabolic Diseases	-Endocrine System	0	0	2.839	0	0	4.172	0	0	2.359	0	0	4.018
-Infectious Diseases	-Endocrine System	5.155	9.148	23.16	5.503	10.92	28.1	5.321	8.992	27.95	5.47	10.68	30.94
Not Mapped	-Endocrine System	8.319	56	198	6.595	63.4	213.3	10.73	56.67	205	7.266	62.82	207.2
-Not Mapped	-Endocrine System	8.319	56	198	6.595	63.4	213.3	10.73	56.67	205	7.266	62.82	207.2
TOTAL	-Circulatory System	53.64	93.17	135.1	53.98	108	163	62.98	78.15	108.5	46.77	98.15	144.6
MAPPED	-Circulatory System	46.66	81.04	117.5	47.08	94.21	142.1	54.46	67.58	93.8	40.49	84.97	125.2
Genetic Information Processing	-Circulatory System	10.77	14.58	31.15	11.97	18.87	44.01	11.3	14.4	22.45	10.75	18.15	43.15
-Transcription	-Circulatory System	0.643	1.111	1.597	0.7883	1.559	2.322	0.6058	0.7524	1.036	0.7052	1.448	2.098
-Translation	-Circulatory System	2.216	3.896	5.84	2.641	5.355	8.311	2.294	2.893	4.144	2.401	5.184	8.24
-Folding, Sorting and Degradation	-Circulatory System	6.045	8.739	14.66	6.667	10.75	19.24	6.598	7.987	11.33	5.988	10.56	17.89
-DNA Maintenance	-Circulatory System	0.7765	1.697	9.752	0.8574	2.231	15.05	0.667	1.209	6.13	0.721	2.067	15.89
-RNA Family	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Circulatory System	1.484	3.38	7.108	2.453	5.777	12.64	2.493	3.116	5.314	2.807	6.873	12.4
-Signal Transduction	-Circulatory System	0.04817	0.268	0.5349	0.05543	0.3285	0.5578	0.04419	0.2616	0.6028	0.06607	0.2733	0.4883
-Signaling Molecules and Interaction	-Circulatory System	1.061	3.128	6.835	2.11	5.449	12.28	1.903	2.876	5.081	2.534	6.565	12.06
Cellular Processes	-Circulatory System	18.33	34.16	47.33	14.45	29.65	42.79	24.44	31.23	41.76	11.09	23.37	32.31
-Crystallins	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Circulatory System	0.5906	0.977	1.604	0.4753	0.9007	1.57	0.6637	0.9696	1.509	0.4302	0.8424	1.45
-Cytoskeleton	-Circulatory System	15.56	29.4	39.29	10.45	23.38	32.99	20.95	27.83	36	7.386	17.92	28.1
-Cell Motility	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Circulatory System	0.03881	0.8263	1.239	0.04172	1.005	1.557	0.04872	0.7621	1.074	0.03208	0.9598	1.44
-Cell Communication	-Circulatory System	1.463	2.453	5.199	1.904	3.524	7.836	0.938	1.769	3.106	1.544	3.247	6.287
Metabolism	-Circulatory System	4.241	8.903	13.98	4.667	10.89	18.44	4.515	7.028	10.92	3.68	9.444	15.28
-Membrane Transport	-Circulatory System	0.003861	0.007565	0.02962	0.003183	0.01047	0.03076	0.001206	0.006122	0.02535	0.00205	0.01052	0.01741
-Central Carbon Metabolism	-Circulatory System	0.8151	1.735	4.995	0.9656	1.991	6.733	0.6459	1.537	3.858	0.8233	1.698	5.695
-Energy Metabolism	-Circulatory System	0.2208	0.5692	1.027	0.2963	0.7233	1.198	0.1958	0.4072	1.244	0.2624	0.5877	1.038
-Biosynthesis	-Circulatory System	0.6806	1.251	1.658	0.7274	1.459	2.085	0.6261	1.059	1.263	0.6398	1.282	1.982
-Other Enzymes	-Circulatory System	1.421	4.509	6.402	1.54	5.473	8.371	1.419	3.404	5.255	1.357	5.212	6.776
Organismal Systems	-Circulatory System	1.843	3.398	6.121	1.856	4.345	8.35	1.891	3.102	4.497	1.749	4.057	7.489
-Immune System	-Circulatory System	0.2017	0.9221	2.393	0.2875	1.095	2.834	0.1498	0.8049	1.928	0.2812	0.9485	2.875
-Endocrine System	-Circulatory System	0.03753	0.1194	1.528	0.0363	0.1043	2.224	0.04165	0.1504	1.015	0.03291	0.1	1.967
-Circulatory System	-Circulatory System	1	1	1	1	1	1	1	1	1	1	1	1
-Digestive System	-Circulatory System	0.007358	0.03111	0.226	0.006153	0.03651	0.2759	0.007238	0.02407	0.1417	0.003482	0.03433	0.1988
-Excretory System	-Circulatory System	0.02759	0.1374	0.3495	0.02322	0.1281	0.322	0.03283	0.1247	0.3089	0.01821	0.1019	0.2637
-Nervous System	-Circulatory System	0.0275	0.08447	0.4988	0.02932	0.09925	0.5175	0.01901	0.05153	0.63	0.02379	0.08531	0.4846
-Sensory System	-Circulatory System	0	0	0.01326	0	0	0.01493	0	0	0.01149	0	0	0.01356
-Development	-Circulatory System	0.04174	0.07284	0.421	0.05366	0.1066	0.5631	0.04193	0.06438	0.3175	0.04898	0.1025	0.5745
-Environmental Adaptation	-Circulatory System	0	0.006266	0.4343	0	0.005965	0.4262	0	0.004749	0.5051	0	0.004846	0.3686
Human Diseases	-Circulatory System	3.636	8.462	17.93	3.719	10.94	26.69	4.544	6.117	11.64	3.262	9.867	26.41
-Cancers	-Circulatory System	0.1243	0.2645	2.073	0.1083	0.35	2.819	0.1399	0.2588	1.483	0.1066	0.3567	2.487
-Immune System Diseases	-Circulatory System	0.07509	0.303	0.4923	0.07327	0.4171	0.6769	0.0644	0.1985	0.282	0.06446	0.3645	0.6261
-Neurodegenerative Diseases	-Circulatory System	0.6516	1.537	2.18	0.7023	1.437	2.496	0.6232	1.665	2.597	0.7115	1.145	2.497
-Cardiovascular Diseases	-Circulatory System	0.8405	2.521	3.525	0.9882	3.451	4.872	0.9192	1.6	2.251	0.8929	2.644	4.729
-Metabolic Diseases	-Circulatory System	0	0	0.6442	0	0	0.9653	0	0	0.4231	0	0	0.8826
-Infectious Diseases	-Circulatory System	0.657	1.856	11.85	0.6595	2.231	18.22	0.8235	1.65	7.588	0.5895	2.014	19.65
Not Mapped	-Circulatory System	6.984	12.13	17.59	6.895	13.79	20.81	8.522	10.58	14.68	6.283	13.19	19.42
-Not Mapped	-Circulatory System	6.984	12.13	17.59	6.895	13.79	20.81	8.522	10.58	14.68	6.283	13.19	19.42
TOTAL	-Digestive System	140.5	1835	7318	88.84	1660	7634	218.7	2562	7815	97.4	1839	13460
MAPPED	-Digestive System	122.2	1596	6365	77.49	1448	6659	189.1	2216	6758	84.31	1592	11650
Genetic Information Processing	-Digestive System	21.94	432.8	1881	15.52	414.5	1562	31.6	534.6	1784	18.01	577.9	4437
-Transcription	-Digestive System	1.7	21.69	90.44	1.306	23.82	111	2.147	24.48	77.51	1.482	26.91	203.4
-Translation	-Digestive System	5.875	79.3	303.7	4.422	82.11	383.2	8.043	100.1	285.5	5.355	97.08	689.6
-Folding, Sorting and Degradation	-Digestive System	12.39	191.5	915.8	8.454	198.4	991.4	18.46	260.9	960.6	9.618	251.3	1961
-DNA Maintenance	-Digestive System	1.975	54.54	323.8	1.338	68.49	366.4	2.952	53.18	254.7	1.56	54.38	462.8
-RNA Family	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Digestive System	9.591	98.29	272.5	9.233	164.8	404.9	13.76	105.7	308.8	11.08	202.5	806.1
-Signal Transduction	-Digestive System	0.07264	8.563	30.15	0.04559	7.169	22.16	0.1236	12.3	39.71	0.06556	8.498	60.17
-Signaling Molecules and Interaction	-Digestive System	9.518	89.72	262.1	9.187	147.7	382.8	13.64	99.76	272.4	11.01	194	727.6
Cellular Processes	-Digestive System	57.19	642.7	2961	29.86	423.1	1971	94.74	986.4	3303	30.7	397	3915
-Crystallins	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Digestive System	1.549	21.78	80.27	0.7717	14.64	59.87	2.986	35.64	101.9	0.8695	16.26	123.5
-Cytoskeleton	-Digestive System	50.7	533.5	2619	25.36	326.6	1554	84.73	850.4	2965	25.85	297.2	3221
-Cell Motility	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Digestive System	0.1717	16.82	63.24	0.1512	14.39	70.18	0.3439	25.37	74.97	0.1614	18.4	126.7
-Cell Communication	-Digestive System	3.7	62.73	198.9	2.899	73.32	287.1	4.896	50.29	161.6	3.034	73.82	443.3
Metabolism	-Digestive System	15.23	189.9	576.5	10.25	176.4	724	23.2	257.8	559.2	10.43	187.3	1057
-Membrane Transport	-Digestive System	0.01141	0.4936	1.283	0.008612	0.4431	1.323	0.01713	0.3629	1.292	0.01031	0.4102	1.158
-Central Carbon Metabolism	-Digestive System	3.455	45.88	195.4	2.5	54.52	275.8	4.794	42.78	185.3	2.725	55.84	232.1
-Energy Metabolism	-Digestive System	1.191	15.92	48.85	0.9854	15.07	48.15	1.76	16.99	45.05	1.03	16.35	75.35
-Biosynthesis	-Digestive System	2.065	28.49	92.5	1.288	27.75	85.2	2.877	28.72	77.55	1.272	31.09	183.7
-Other Enzymes	-Digestive System	6.285	86.93	256	5.468	78.48	313.4	10.01	123.1	286.6	5.389	86.3	389.7
Organismal Systems	-Digestive System	5.485	80.47	250.4	3.635	76.64	288.8	8.676	101.4	239.7	4.033	85.42	502.2
-Immune System	-Digestive System	2.125	28.98	77.16	1.322	29.75	94.03	3.58	31.52	78.96	1.502	33.81	84.57
-Endocrine System	-Digestive System	0.3528	2.358	64.81	0.1953	2.055	97.52	0.5828	3.134	53.69	0.227	2.418	72.29
-Circulatory System	-Digestive System	1.508	26.44	106	0.8226	24.34	66.48	2.797	23.62	123.9	0.9923	26.32	222.1
-Digestive System	-Digestive System	1	1	1	1	1	1	1	1	1	1	1	1
-Excretory System	-Digestive System	0.122	5.286	15.56	0.08414	3.886	10.33	0.2096	5.486	17.44	0.07561	3.43	29.25
-Nervous System	-Digestive System	0.1754	2.206	7.757	0.09652	1.875	6.597	0.3081	3.741	5.634	0.1033	2.438	18.09
-Sensory System	-Digestive System	0	0	0.2123	0	0	0.2098	0	0	0.2346	0	0	0.2682
-Development	-Digestive System	0.1083	2.775	17.4	0.08687	3.527	17.36	0.1418	2.727	16.41	0.1009	3.88	20.94
-Environmental Adaptation	-Digestive System	0	0.1079	1.921	0	0.09118	2.002	0	0.1041	3.566	0	0.09044	3.756
Human Diseases	-Digestive System	12.76	238.4	585.6	8.995	235.8	819.3	17.11	275	562.8	10.06	206.9	936.6
-Cancers	-Digestive System	0.5497	8.783	79.47	0.3923	8.521	93.24	0.9876	9.74	79.52	0.5362	10.39	94.13
-Immune System Diseases	-Digestive System	0.1793	7.882	19.4	0.1148	9.512	24.31	0.1801	5.756	15.39	0.1285	10.62	39.51
-Neurodegenerative Diseases	-Digestive System	3.288	42.49	120	2.053	36.79	96.63	5.342	49.92	137.1	2.478	28.76	158
-Cardiovascular Diseases	-Digestive System	4.979	47.87	138	3.969	48.49	191.1	5.628	53.17	125.7	4.321	56.85	256.4
-Metabolic Diseases	-Digestive System	0	0	38.85	0	0	45.72	0	0	38.99	0	0	48.51
-Infectious Diseases	-Digestive System	1.818	30.07	381	1.074	31.35	559.3	3.101	38.98	333.8	1.242	39.83	517.1
Not Mapped	-Digestive System	18.29	238.8	952.7	11.35	212	975.1	29.59	346.7	1057	13.08	247	1808
-Not Mapped	-Digestive System	18.29	238.8	952.7	11.35	212	975.1	29.59	346.7	1057	13.08	247	1808
TOTAL	-Excretory System	252.7	665	1944	366.9	739.4	2325	187.8	591.6	1714	355.2	725	2569
MAPPED	-Excretory System	219.8	578.4	1691	320.1	644.9	2028	162.4	511.6	1482	307.5	627.6	2224
Genetic Information Processing	-Excretory System	63.74	122	377.2	104.5	151.3	467	42.91	106.4	372.6	113.6	163.7	554
-Transcription	-Excretory System	2.948	8.004	23.31	5.205	10.75	33.93	1.768	5.722	16.49	5.137	10.74	38.73
-Translation	-Excretory System	10.35	28.76	80.33	17.71	37.11	114.6	6.753	23.18	62.44	18.1	38.85	140
-Folding, Sorting and Degradation	-Excretory System	31.12	68.89	219.1	41.8	96.01	282.7	23.11	71.91	186	45.49	99.42	328.9
-DNA Maintenance	-Excretory System	6.309	19.32	31.14	7.417	33.45	46.75	5.552	14.08	27.19	7.387	37.15	60.25
-RNA Family	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Excretory System	6.597	17.57	122.5	13.47	38.52	199.7	10.09	23.1	79.52	18.72	44.87	207.4
-Signal Transduction	-Excretory System	0.4039	2.778	7.736	0.5241	2.678	7.722	0.5896	2.607	7.968	0.7504	2.683	9.278
-Signaling Molecules and Interaction	-Excretory System	5.922	16.04	113.4	12.7	36.67	187.9	9.311	20.05	70.65	17.96	41.76	193.8
Cellular Processes	-Excretory System	87.17	232.7	664.3	95.06	190.9	602.7	71.12	229.5	665.2	78.06	159.2	571.2
-Crystallins	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Excretory System	2.053	6.655	23.53	2.578	5.798	20.86	1.692	7.317	26.4	2.388	6.015	23.5
-Cytoskeleton	-Excretory System	74.46	200.3	563.9	72.89	150.5	450	63.08	204.5	570.3	58.01	122.1	405.7
-Cell Motility	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Excretory System	1.407	3.386	7.92	1.797	3.845	9.507	1.326	4.298	8.898	1.762	4.331	11.48
-Cell Communication	-Excretory System	8.297	15.91	71.73	14.86	22.23	114.5	4.51	10.51	67.16	14.04	23.22	116.3
Metabolism	-Excretory System	22.23	60.65	155.5	34.61	70.12	201.4	15.55	52.38	125.3	32.41	64.36	219.2
-Membrane Transport	-Excretory System	0.0115	0.06342	0.3207	0.01406	0.099	0.3086	0.003075	0.06809	0.2614	0.01053	0.1126	0.2073
-Central Carbon Metabolism	-Excretory System	5.637	12.32	40.1	6.949	15.69	48.89	3.92	10.62	40.13	7.121	15.51	49.62
-Energy Metabolism	-Excretory System	1.137	3.14	21.08	1.456	3.855	28.22	0.9228	2.397	23.74	1.414	3.712	30.28
-Biosynthesis	-Excretory System	3.58	8.018	37.08	4.859	8.251	39.53	2.335	6.595	31.11	5.161	7.311	44.94
-Other Enzymes	-Excretory System	11.87	27.73	71.94	15.05	30.55	83.97	8.366	27.29	65.62	13.32	34.74	87.48
Organismal Systems	-Excretory System	9.722	22.72	107.7	11.12	23.24	130	7.546	19.56	88.46	12.84	26.87	154.5
-Immune System	-Excretory System	1.374	6.024	22.56	1.851	8.448	26.62	1.101	6.585	20.25	1.916	7.983	32.59
-Endocrine System	-Excretory System	0.2151	0.9726	10.41	0.2275	0.9674	14.32	0.2112	1.045	7.459	0.2103	1.097	13.4
-Circulatory System	-Excretory System	2.518	6.812	35.03	2.331	6.438	39.01	2.55	7.349	27.22	2.723	6.815	51.52
-Digestive System	-Excretory System	0.05354	0.1854	5.56	0.04803	0.2522	11.49	0.05319	0.1371	3.857	0.03068	0.2417	10.92
-Excretory System	-Excretory System	1	1	1	1	1	1	1	1	1	1	1	1
-Nervous System	-Excretory System	0.08389	0.4986	18.08	0.1323	0.6389	22.12	0.04846	0.2665	17.15	0.09251	0.5632	26.15
-Sensory System	-Excretory System	0	0	0.03795	0	0	0.054	0	0	0.02931	0	0	0.05272
-Development	-Excretory System	0.2084	0.6662	2.867	0.3675	0.9986	3.626	0.1404	0.5855	2.334	0.3782	1.221	3.915
-Environmental Adaptation	-Excretory System	0	0.06783	3.225	0	0.06545	3.654	0	0.05319	3.639	0	0.07753	4.057
Human Diseases	-Excretory System	19.39	70.95	136.9	29.03	103.4	172.9	13.34	77.99	150.9	29.21	119.6	180
-Cancers	-Excretory System	0.8447	1.778	22.44	1.087	2.115	28.27	0.9118	2.075	16.61	1.353	2.621	29.61
-Immune System Diseases	-Excretory System	0.9239	1.409	3.213	1.168	2.448	4.168	0.7191	0.8802	2.382	1.351	2.434	5.002
-Neurodegenerative Diseases	-Excretory System	2.492	11.54	55.72	2.798	11.15	62.68	2	14.64	52.98	3.128	10.89	62.9
-Cardiovascular Diseases	-Excretory System	6.116	17.17	36.58	7.714	22.1	46.42	4.662	11.76	36.91	8.765	23.83	54.07
-Metabolic Diseases	-Excretory System	0	0	4.388	0	0	6.215	0	0	3.109	0	0	6.014
-Infectious Diseases	-Excretory System	4.982	10.11	72.07	6.391	12.35	97.75	4.065	14.8	60.84	6.505	16.42	125
Not Mapped	-Excretory System	32.9	86.57	253.1	46.87	94.44	296.9	25.42	80.05	232	47.72	97.39	345.1
-Not Mapped	-Excretory System	32.9	86.57	253.1	46.87	94.44	296.9	25.42	80.05	232	47.72	97.39	345.1
TOTAL	-Nervous System	107.6	1108	1979	104.3	1145	2148	99.97	968.2	2220	96.51	1053	2371
MAPPED	-Nervous System	93.55	963.3	1721	90.99	998.4	1874	86.45	837.2	1919	83.55	911.2	2053
Genetic Information Processing	-Nervous System	19.49	172.7	503.1	21.12	211.7	638.4	16.77	146.4	476.9	21.18	210.9	759.7
-Transcription	-Nervous System	1.289	13.16	24.19	1.523	16.31	31.42	0.9605	9.321	21.47	1.455	15.27	35.34
-Translation	-Nervous System	4.444	46.84	82.24	5.14	58.08	106.8	3.641	36.84	86.98	5.259	59.98	129.7
-Folding, Sorting and Degradation	-Nervous System	12.05	103.5	245	12.78	122.6	281.9	10.74	91.99	269.8	12.36	121.6	315
-DNA Maintenance	-Nervous System	1.452	11.26	155.5	1.512	12.14	218.4	1.184	9.58	123.1	1.42	13.12	279.7
-RNA Family	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Nervous System	6.776	31.63	146.2	8.962	49.78	241.3	4.637	60.46	135	7.792	71	282.7
-Signal Transduction	-Nervous System	0.3997	2.942	15.39	0.3492	2.932	13.2	0.3518	2.964	19.53	0.3548	2.936	13.85
-Signaling Molecules and Interaction	-Nervous System	6.272	28.31	131.7	8.429	46.85	228.1	4.12	55.81	116.1	7.281	67.72	268.9
Cellular Processes	-Nervous System	36.75	457.3	792.2	27.25	309.3	621.8	38.42	420.9	882.9	21.84	289.1	572.3
-Crystallins	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Nervous System	1.216	13.35	24.47	0.9432	9.075	19.48	1.285	13.94	32.52	0.8986	10.19	25.81
-Cytoskeleton	-Nervous System	31.19	386.9	700.6	20.19	262.7	523.9	33.26	385.9	792.5	15.24	227.2	470.9
-Cell Motility	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Nervous System	0.0778	10.08	17.26	0.08061	10.64	19.59	0.07734	9.515	21.15	0.06619	10.48	22.36
-Cell Communication	-Nervous System	3.968	35.89	58.68	5.178	43.52	80.17	2.973	24.25	61.61	4.448	43.38	79.46
Metabolism	-Nervous System	8.601	112.9	154.2	9.038	109.7	168.6	7.306	94.34	211.8	8.237	111.2	187.9
-Membrane Transport	-Nervous System	0.007742	0.1003	0.3507	0.006151	0.08923	0.3509	0.00397	0.06346	0.2892	0.004231	0.1011	0.2903
-Central Carbon Metabolism	-Nervous System	1.634	19.7	52.28	1.866	25.9	57.88	1.261	17.81	74.86	1.699	26.38	59.14
-Energy Metabolism	-Nervous System	1.089	6.791	13.56	1.276	7.908	12.76	1.048	6.481	13.96	1.158	7.254	14.59
-Biosynthesis	-Nervous System	1.95	15.35	24.75	1.787	14.64	24.81	1.699	13.12	24.74	1.693	14.43	26.86
-Other Enzymes	-Nervous System	2.848	63.05	87.3	2.976	59.66	95.48	2.252	66.23	144.9	2.807	52.16	91.76
Organismal Systems	-Nervous System	5.955	39.41	67	5.834	37.66	70.53	5.158	35.11	73.4	5.804	39.04	85.14
-Immune System	-Nervous System	1.248	12.11	23.56	1.194	13.69	19.91	1.181	11.62	42.54	1.224	14.54	24.67
-Endocrine System	-Nervous System	0.115	1.365	12.98	0.09733	1.238	17.28	0.1207	1.379	9.53	0.1007	1.382	16.52
-Circulatory System	-Nervous System	1.81	9.848	34.11	1.764	8.522	27.33	1.345	12.39	33.11	1.97	9.605	41.98
-Digestive System	-Nervous System	0.06844	0.3088	2.131	0.06441	0.3448	1.945	0.05916	0.2311	2.578	0.05448	0.3097	2.125
-Excretory System	-Nervous System	0.05167	1.094	4.997	0.04487	1.137	4.67	0.04415	1.106	5.994	0.03757	0.9844	4.642
-Nervous System	-Nervous System	1	1	1	1	1	1	1	1	1	1	1	1
-Sensory System	-Nervous System	0	0	0.4524	0	0	0.4081	0	0	0.6047	0	0	0.5699
-Development	-Nervous System	0.08369	0.8568	5.751	0.1037	1.119	5.674	0.06656	0.6303	7.787	0.1011	1.085	6.951
-Environmental Adaptation	-Nervous System	0	0.07418	0.8707	0	0.06803	0.8235	0	0.05884	0.8018	0	0.05681	0.8381
Human Diseases	-Nervous System	7.073	117.3	231.1	6.87	136	230.6	6.663	94.35	275.4	6.441	136.9	315.8
