Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Central Carbon Metabolism	-Translation	0.1872	0.4441	0.717	0.165	0.4049	0.6744	0.1896	0.4439	0.7598	0.1678	0.349	0.5535
-Energy Metabolism	-Translation	0.05703	0.1271	0.2336	0.05541	0.09073	0.1793	0.05282	0.1535	0.2565	0.05684	0.08538	0.1562
-Biosynthesis	-Translation	0.1945	0.2468	0.3573	0.1622	0.2115	0.279	0.1979	0.2613	0.3908	0.1339	0.1831	0.2346
-Other Enzymes	-Translation	0.6092	0.7395	1.316	0.502	0.6889	1.185	0.6441	0.8173	1.451	0.454	0.6196	1.118
Organismal Systems	-Translation	0.4314	0.5192	0.9829	0.3535	0.4436	0.8495	0.4679	0.5673	1.017	0.3506	0.4369	0.8115
-Immune System	-Translation	0.03818	0.1753	0.2419	0.03869	0.152	0.2184	0.03795	0.2072	0.2572	0.04042	0.1391	0.2221
-Endocrine System	-Translation	0.01801	0.02614	0.1426	0.0149	0.02072	0.1567	0.02301	0.03286	0.1244	0.01448	0.02186	0.1306
-Circulatory System	-Translation	0.06806	0.1573	0.3293	0.04707	0.1191	0.2845	0.09196	0.1967	0.281	0.04483	0.1244	0.2862
-Digestive System	-Translation	0.001642	0.003927	0.01543	0.00147	0.003234	0.01472	0.001923	0.004216	0.01107	0.00129	0.003118	0.01052
-Excretory System	-Translation	0.009088	0.02139	0.06132	0.006671	0.01307	0.04345	0.007656	0.03333	0.08147	0.005458	0.01231	0.03957
-Nervous System	-Translation	0.007271	0.01184	0.2715	0.006889	0.01156	0.2356	0.006834	0.01339	0.3215	0.005508	0.009671	0.2171
-Sensory System	-Translation	0	0	0.001945	0	0	0.001678	0	0	0.002131	0	0	0.001572
-Development	-Translation	0.01205	0.01245	0.1375	0.01249	0.01306	0.1344	0.01124	0.01178	0.1385	0.01158	0.01355	0.1433
-Environmental Adaptation	-Translation	0	0.001261	0.07529	0	0.0009044	0.06188	0	0.001236	0.08124	0	0.0007746	0.05349
Human Diseases	-Translation	1.122	1.314	2.572	0.9651	1.207	2.523	1.171	1.318	2.183	0.8201	1.162	2.488
-Cancers	-Translation	0.01487	0.02707	0.2111	0.01135	0.02305	0.2204	0.01823	0.03191	0.1957	0.0141	0.02697	0.2071
-Immune System Diseases	-Translation	0.05331	0.1254	0.3055	0.0587	0.1235	0.3232	0.04378	0.1105	0.2169	0.04927	0.1177	0.3143
-Neurodegenerative Diseases	-Translation	0.1502	0.303	0.6216	0.1071	0.1881	0.5292	0.1859	0.346	0.7398	0.1092	0.1631	0.4673
-Cardiovascular Diseases	-Translation	0.1765	0.2626	0.3868	0.1741	0.2634	0.382	0.1623	0.2252	0.302	0.1571	0.2774	0.3885
-Metabolic Diseases	-Translation	0	0	0.09403	0	0	0.1043	0	0	0.08188	0	0	0.09879
-Infectious Diseases	-Translation	0.1588	0.348	1.664	0.1393	0.2855	1.794	0.1698	0.4196	1.381	0.1254	0.2599	1.827
Not Mapped	-Translation	2.778	2.82	2.869	2.304	2.341	2.451	3.117	3.19	3.261	2.093	2.131	2.472
-Not Mapped	-Translation	2.778	2.82	2.869	2.304	2.341	2.451	3.117	3.19	3.261	2.093	2.131	2.472
TOTAL	-Folding, Sorting and Degradation	8.498	9.72	11.44	7.528	8.951	10.57	8.676	10.02	11.17	6.93	8.215	9.501
MAPPED	-Folding, Sorting and Degradation	7.052	8.066	9.495	6.219	7.395	8.729	7.175	8.285	9.237	5.689	6.744	7.8
Genetic Information Processing	-Folding, Sorting and Degradation	1.752	2.171	2.667	1.822	2.332	3.018	1.689	2.09	2.392	1.792	2.445	3.226
-Transcription	-Folding, Sorting and Degradation	0.104	0.1173	0.141	0.1192	0.1355	0.1639	0.08717	0.09643	0.1143	0.1147	0.1302	0.155
-Translation	-Folding, Sorting and Degradation	0.5039	0.5954	0.6897	0.5339	0.6441	0.7603	0.4603	0.5543	0.6076	0.5008	0.651	0.7718
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.1211	0.3131	0.9544	0.124	0.3457	1.201	0.1211	0.2822	0.7371	0.1137	0.3534	1.333
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.1724	0.2564	0.3548	0.1721	0.2734	0.3971	0.2079	0.2643	0.3482	0.185	0.2625	0.4116
-Signal Transduction	-Folding, Sorting and Degradation	0.006493	0.03267	0.09968	0.007345	0.03092	0.07219	0.006614	0.03882	0.1403	0.009824	0.02757	0.06373
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1324	0.1992	0.3386	0.1323	0.2267	0.3898	0.1674	0.2026	0.3298	0.1574	0.2174	0.3904
Cellular Processes	-Folding, Sorting and Degradation	2.595	2.91	4.421	1.666	1.829	3.447	3.002	3.393	4.54	1.259	1.566	2.972
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.05602	0.08145	0.1427	0.04228	0.05945	0.1186	0.06429	0.09667	0.1478	0.03857	0.05956	0.1041
-Cytoskeleton	-Folding, Sorting and Degradation	2.302	2.556	3.985	1.394	1.54	3.02	2.706	3.05	4.148	1.009	1.196	2.629
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.008676	0.1317	0.1786	0.007428	0.1282	0.1789	0.01235	0.1488	0.1881	0.006738	0.1304	0.1645
-Cell Communication	-Folding, Sorting and Degradation	0.06918	0.1167	0.1555	0.08519	0.1323	0.1712	0.05534	0.1026	0.1531	0.07432	0.1102	0.1562
Metabolism	-Folding, Sorting and Degradation	0.7215	0.9955	1.416	0.681	1.001	1.434	0.699	0.9841	1.346	0.6401	0.9442	1.245
-Membrane Transport	-Folding, Sorting and Degradation	0.00043	0.001916	0.003632	0.0004102	0.001666	0.003753	0.0002178	0.001679	0.003489	0.0003233	0.0009288	0.003257
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.09836	0.2507	0.4269	0.09478	0.2649	0.4589	0.09116	0.2405	0.4225	0.09218	0.2322	0.4172
-Energy Metabolism	-Folding, Sorting and Degradation	0.02874	0.06772	0.1475	0.03082	0.05291	0.136	0.02431	0.07632	0.1463	0.02859	0.04707	0.1271
-Biosynthesis	-Folding, Sorting and Degradation	0.1013	0.143	0.2154	0.09348	0.1394	0.1841	0.09109	0.1325	0.2167	0.08718	0.1364	0.1672
-Other Enzymes	-Folding, Sorting and Degradation	0.354	0.4459	0.9061	0.31	0.4437	0.8688	0.3516	0.4531	0.9857	0.2761	0.4228	0.8342
Organismal Systems	-Folding, Sorting and Degradation	0.2569	0.2843	0.5931	0.2406	0.2894	0.5758	0.2471	0.295	0.5817	0.2643	0.2781	0.6159
-Immune System	-Folding, Sorting and Degradation	0.02006	0.1197	0.1519	0.02223	0.1162	0.1486	0.01825	0.111	0.156	0.0222	0.108	0.1546
-Endocrine System	-Folding, Sorting and Degradation	0.01056	0.01525	0.07725	0.009519	0.01336	0.09471	0.01133	0.01704	0.06185	0.009539	0.01464	0.08325
-Circulatory System	-Folding, Sorting and Degradation	0.03895	0.1033	0.1682	0.03022	0.08962	0.1592	0.04839	0.09959	0.1361	0.03259	0.08727	0.167
-Digestive System	-Folding, Sorting and Degradation	0.000863	0.002296	0.009314	0.0008447	0.002088	0.009975	0.0009249	0.002213	0.006333	0.0007086	0.002006	0.007986
-Excretory System	-Folding, Sorting and Degradation	0.005479	0.01523	0.03651	0.004297	0.0106	0.02957	0.004244	0.02025	0.0453	0.00331	0.009908	0.02868
-Nervous System	-Folding, Sorting and Degradation	0.003846	0.006164	0.1637	0.004018	0.006638	0.1574	0.003467	0.006488	0.1782	0.002979	0.007145	0.1494
-Sensory System	-Folding, Sorting and Degradation	0	0	0.001029	0	0	0.0009786	0	0	0.001029	0	0	0.0008502
-Development	-Folding, Sorting and Degradation	0.007099	0.008419	0.07201	0.007922	0.009037	0.07723	0.006251	0.007004	0.06816	0.00767	0.009094	0.08274
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0.0008694	0.03974	0	0.0006876	0.03626	0	0.0007513	0.04002	0	0.0005427	0.03575
Human Diseases	-Folding, Sorting and Degradation	0.5843	0.7795	1.357	0.5562	0.7188	1.609	0.5656	0.8008	1.05	0.5339	0.6732	1.635
-Cancers	-Folding, Sorting and Degradation	0.008976	0.01511	0.1456	0.007695	0.01348	0.1676	0.01043	0.01769	0.1189	0.0107	0.01599	0.1451
-Immune System Diseases	-Folding, Sorting and Degradation	0.03214	0.0653	0.1694	0.03781	0.07116	0.1952	0.02638	0.05355	0.1125	0.03895	0.06529	0.176
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.07894	0.2158	0.3512	0.06248	0.143	0.3208	0.08941	0.2167	0.3924	0.05907	0.1143	0.2858
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.08925	0.1811	0.2442	0.09637	0.2003	0.2626	0.08303	0.1289	0.1753	0.09082	0.1944	0.2789
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0.04974	0	0	0.06082	0	0	0.03955	0	0	0.05343
-Infectious Diseases	-Folding, Sorting and Degradation	0.08267	0.1914	0.8743	0.0803	0.1827	1.092	0.08381	0.2028	0.664	0.08166	0.1855	1.133
Not Mapped	-Folding, Sorting and Degradation	1.446	1.654	1.947	1.309	1.556	1.837	1.501	1.733	1.933	1.241	1.471	1.701
-Not Mapped	-Folding, Sorting and Degradation	1.446	1.654	1.947	1.309	1.556	1.837	1.501	1.733	1.933	1.241	1.471	1.701
TOTAL	-DNA Maintenance	9.396	10.85	70.94	7.016	8.078	63.11	12.42	14.08	71.66	6.218	7.042	58.83
MAPPED	-DNA Maintenance	7.797	9.005	58.87	5.796	6.673	52.14	10.27	11.65	59.27	5.104	5.781	48.3
Genetic Information Processing	-DNA Maintenance	2.607	2.982	14.47	2.394	2.676	14.58	2.953	3.421	13.95	2.308	2.564	14.36
-Transcription	-DNA Maintenance	0.1099	0.1262	0.8746	0.1045	0.1211	0.9775	0.1175	0.137	0.7201	0.09727	0.111	0.947
-Translation	-DNA Maintenance	0.5633	0.6422	4.339	0.5143	0.5728	4.597	0.668	0.7544	3.97	0.4647	0.5655	4.4
-Folding, Sorting and Degradation	-DNA Maintenance	0.9335	1.214	7.657	0.7684	0.9822	8.003	1.167	1.542	7.587	0.6884	0.9429	8.011
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.1806	0.3713	1.43	0.1433	0.3085	1.429	0.2935	0.5367	1.716	0.1425	0.2738	1.482
-Signal Transduction	-DNA Maintenance	0.02074	0.09903	0.2388	0.01951	0.05733	0.2152	0.02343	0.1367	0.3102	0.01572	0.05278	0.1921
-Signaling Molecules and Interaction	-DNA Maintenance	0.1548	0.245	1.16	0.1238	0.2305	1.182	0.2408	0.3123	1.396	0.1267	0.2137	1.261
Cellular Processes	-DNA Maintenance	2.746	3.259	21.43	1.448	1.729	13.44	4.179	4.807	24.78	1.078	1.298	10.36
-Crystallins	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.06837	0.1587	0.4626	0.04245	0.1187	0.3384	0.1049	0.2228	0.5547	0.03865	0.1174	0.309
-Cytoskeleton	-DNA Maintenance	2.439	2.839	19.01	1.183	1.416	11.15	3.753	4.267	22.34	0.8234	1.035	8.288
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.0081	0.1613	1.059	0.005708	0.1291	1.026	0.01442	0.2313	1.142	0.004639	0.1168	0.9816
-Cell Communication	-DNA Maintenance	0.09342	0.1597	0.7245	0.09323	0.1401	0.7625	0.1034	0.1891	0.6967	0.0777	0.1327	0.6726
Metabolism	-DNA Maintenance	0.8086	1.209	8.002	0.6394	0.9828	7.485	1.006	1.526	7.908	0.558	0.8187	6.775
-Membrane Transport	-DNA Maintenance	0.0004899	0.004157	0.01377	0.0003745	0.003695	0.0132	0.000324	0.003919	0.01614	0.0002862	0.003092	0.01082
-Central Carbon Metabolism	-DNA Maintenance	0.1485	0.4473	1.178	0.1347	0.382	1.306	0.1624	0.5732	1.327	0.1151	0.313	1.324
-Energy Metabolism	-DNA Maintenance	0.0329	0.2132	0.4259	0.02969	0.1831	0.4186	0.0369	0.2832	0.4784	0.02653	0.1563	0.3757
-Biosynthesis	-DNA Maintenance	0.1135	0.2111	1.048	0.08778	0.1502	0.8556	0.1383	0.2725	1.037	0.07204	0.1226	0.737
-Other Enzymes	-DNA Maintenance	0.3432	0.6517	5.71	0.281	0.5354	5.446	0.4303	0.8238	5.738	0.2557	0.4453	4.919
Organismal Systems	-DNA Maintenance	0.2691	0.5537	2.583	0.2003	0.4425	2.507	0.3751	0.6792	2.65	0.1983	0.424	2.608
-Immune System	-DNA Maintenance	0.07327	0.1591	0.4885	0.05848	0.1366	0.4777	0.09365	0.1712	0.6396	0.05431	0.1256	0.4495
-Endocrine System	-DNA Maintenance	0.01124	0.01689	0.421	0.008439	0.01255	0.4925	0.0172	0.02423	0.3733	0.008186	0.0121	0.4421
-Circulatory System	-DNA Maintenance	0.04253	0.1925	0.678	0.02696	0.1482	0.5475	0.06937	0.2	0.781	0.02602	0.1517	0.6121
-Digestive System	-DNA Maintenance	0.00195	0.007126	0.01923	0.001347	0.00676	0.01983	0.002528	0.007394	0.01679	0.0009426	0.005497	0.0201
-Excretory System	-DNA Maintenance	0.008494	0.03825	0.09626	0.005486	0.02461	0.08016	0.01259	0.05263	0.1537	0.004381	0.02238	0.07586
-Nervous System	-DNA Maintenance	0.004669	0.04844	0.1694	0.003946	0.05313	0.1532	0.005155	0.02948	0.2164	0.002809	0.04256	0.159
-Sensory System	-DNA Maintenance	0	0	0.001249	0	0	0.0009612	0	0	0.001587	0	0	0.0008017
-Development	-DNA Maintenance	0.007012	0.02754	0.3023	0.006713	0.02944	0.3058	0.007873	0.0277	0.3444	0.006232	0.03032	0.3424
-Environmental Adaptation	-DNA Maintenance	0	0.002505	0.04241	0	0.002049	0.03223	0	0.003068	0.05427	0	0.001928	0.02794
Human Diseases	-DNA Maintenance	0.6548	0.9352	7.659	0.5223	0.7696	8.211	0.872	1.097	6.996	0.4411	0.6776	8.419
-Cancers	-DNA Maintenance	0.008379	0.05952	0.3481	0.005913	0.05304	0.3884	0.01218	0.07937	0.3342	0.007365	0.06579	0.3632
-Immune System Diseases	-DNA Maintenance	0.04419	0.1172	1.167	0.03228	0.133	1.268	0.04275	0.1054	0.8016	0.02682	0.1273	1.127
-Neurodegenerative Diseases	-DNA Maintenance	0.1043	0.3586	1.603	0.06137	0.2722	1.154	0.145	0.5168	1.644	0.0557	0.2171	1.005
-Cardiovascular Diseases	-DNA Maintenance	0.1022	0.2381	1.387	0.09284	0.2091	1.616	0.1258	0.2278	0.9219	0.08427	0.2014	1.709
-Metabolic Diseases	-DNA Maintenance	0	0	0.3947	0	0	0.4668	0	0	0.3103	0	0	0.4209
-Infectious Diseases	-DNA Maintenance	0.09265	0.2262	5.079	0.0754	0.176	5.638	0.1206	0.3401	4.724	0.06748	0.1721	6.183
Not Mapped	-DNA Maintenance	1.599	1.846	12.07	1.22	1.404	10.97	2.149	2.437	12.4	1.113	1.261	10.53
-Not Mapped	-DNA Maintenance	1.599	1.846	12.07	1.22	1.404	10.97	2.149	2.437	12.4	1.113	1.261	10.53
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	28.94	33.18	56.39	25.48	31.43	51.99	26.24	32.57	46.31	23.08	28.39	44.78
MAPPED	Environmental Information Processing	24.02	27.53	46.79	21.05	25.96	42.95	21.7	26.94	38.3	18.95	23.31	36.76
Genetic Information Processing	Environmental Information Processing	5.472	8.421	10.72	4.94	9.101	11.45	5.329	6.893	9.572	4.784	9.666	12.77
-Transcription	Environmental Information Processing	0.34	0.4187	0.6655	0.3924	0.4757	0.7702	0.2504	0.3342	0.4447	0.3765	0.4674	0.6944
-Translation	Environmental Information Processing	1.73	2.007	3.441	1.834	2.262	3.897	1.388	1.766	2.52	1.702	2.106	3.788
-Folding, Sorting and Degradation	Environmental Information Processing	2.79	3.79	5.776	2.412	3.511	5.599	2.599	3.12	4.623	2.299	3.588	5.267
-DNA Maintenance	Environmental Information Processing	0.3644	1.166	4.06	0.299	1.24	4.761	0.3789	0.9168	3.241	0.2763	1.119	5.534
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.0183	0.177	0.3374	0.0185	0.1708	0.2527	0.01719	0.1868	0.4091	0.02258	0.1491	0.215
-Signaling Molecules and Interaction	Environmental Information Processing	0.6599	0.8113	0.9445	0.7332	0.8269	0.9501	0.5819	0.7805	0.9482	0.7805	0.8281	0.9485
Cellular Processes	Environmental Information Processing	8.776	11.8	17.05	5.604	7.065	11.29	8.955	13.05	15.94	4.536	5.966	8.281
-Crystallins	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.233	0.3236	0.4457	0.1658	0.2424	0.3454	0.2156	0.3406	0.4659	0.1494	0.2337	0.3137
-Cytoskeleton	Environmental Information Processing	7.647	10.83	14.83	4.493	5.941	9.069	7.951	11.93	14.1	3.474	4.556	6.387
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.03289	0.4983	0.8822	0.02717	0.4477	0.8809	0.04674	0.4484	0.7694	0.02567	0.4308	0.7827
-Cell Communication	Environmental Information Processing	0.193	0.4383	0.8445	0.2055	0.4212	0.9453	0.1591	0.398	0.6128	0.1806	0.3796	0.7529
Metabolism	Environmental Information Processing	2.414	3.95	6.598	2.245	3.568	6.706	2.039	3.87	5.2	2.184	3.334	5.671
-Membrane Transport	Environmental Information Processing	0.001406	0.006412	0.01416	0.001306	0.007082	0.01318	0.0006255	0.004895	0.01088	0.001114	0.004559	0.009935
-Central Carbon Metabolism	Environmental Information Processing	0.4293	0.8196	2.477	0.3905	0.8309	2.666	0.3732	0.6908	1.953	0.3659	0.7324	2.197
-Energy Metabolism	Environmental Information Processing	0.1108	0.2979	0.8039	0.1016	0.2929	0.6987	0.07584	0.2192	0.6464	0.09674	0.2536	0.5839
-Biosynthesis	Environmental Information Processing	0.3389	0.5484	0.8734	0.3082	0.4637	0.8099	0.2802	0.4915	0.8831	0.282	0.4008	0.7146
-Other Enzymes	Environmental Information Processing	1.184	1.808	2.903	1.052	1.735	2.883	1.047	1.697	2.878	1.053	1.627	2.46
Organismal Systems	Environmental Information Processing	0.9044	1.109	2.248	0.7497	1.134	2.107	0.771	1.004	2.201	0.7205	1.109	2.346
-Immune System	Environmental Information Processing	0.1159	0.3915	0.5694	0.1244	0.394	0.5922	0.08779	0.3658	0.5864	0.1201	0.3757	0.5868
-Endocrine System	Environmental Information Processing	0.04118	0.05918	0.4462	0.03197	0.04757	0.5303	0.03536	0.05913	0.2975	0.03198	0.04736	0.4501
-Circulatory System	Environmental Information Processing	0.1303	0.3158	0.6559	0.09963	0.2407	0.6752	0.1411	0.3493	0.4551	0.1054	0.2355	0.6842
-Digestive System	Environmental Information Processing	0.004985	0.007719	0.0353	0.00473	0.006474	0.03649	0.004449	0.006361	0.02397	0.003831	0.006176	0.03042
-Excretory System	Environmental Information Processing	0.02221	0.06199	0.1502	0.01509	0.04909	0.1153	0.01746	0.05823	0.1768	0.01188	0.04069	0.1061
-Nervous System	Environmental Information Processing	0.01257	0.03388	0.6221	0.01279	0.03819	0.5526	0.009959	0.01892	0.7015	0.01026	0.03763	0.5362
-Sensory System	Environmental Information Processing	0	0	0.003365	0	0	0.003116	0	0	0.002956	0	0	0.002928
-Development	Environmental Information Processing	0.02321	0.03381	0.336	0.02396	0.03833	0.3052	0.01928	0.02733	0.3157	0.02306	0.03657	0.3145
-Environmental Adaptation	Environmental Information Processing	0	0.003078	0.133	0	0.002045	0.1195	0	0.002812	0.1167	0	0.001684	0.1156
Human Diseases	Environmental Information Processing	1.955	2.791	7.841	1.834	2.476	9.012	1.625	2.325	5.05	1.727	2.331	8.838
-Cancers	Environmental Information Processing	0.03392	0.07702	0.4061	0.02815	0.06517	0.4041	0.03403	0.07281	0.3418	0.03801	0.07411	0.3525
-Immune System Diseases	Environmental Information Processing	0.1303	0.2185	0.5966	0.1216	0.2648	0.654	0.0773	0.1562	0.3788	0.1034	0.2415	0.6062
-Neurodegenerative Diseases	Environmental Information Processing	0.281	0.795	1.331	0.1989	0.5567	1.198	0.2702	0.7624	1.485	0.2035	0.5004	1.089
-Cardiovascular Diseases	Environmental Information Processing	0.3075	0.5143	1.319	0.3307	0.5119	1.456	0.2549	0.4877	0.7743	0.3308	0.535	1.369
-Metabolic Diseases	Environmental Information Processing	0	0	0.2761	0	0	0.2783	0	0	0.1808	0	0	0.252
-Infectious Diseases	Environmental Information Processing	0.2766	0.7467	5.05	0.2647	0.6937	6.112	0.2444	0.6327	3.194	0.2642	0.6593	6.128
