Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Immune Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Transcription	8.725e-06	0.003397	0.004857	7.041e-06	0.002969	0.004628	5.412e-06	0.003739	0.005387	4.992e-06	0.003265	0.004915	4.419e-06	0.003496	0.005177
-Drug resistance	-Transcription	4.362e-06	0.001763	0.07189	3.52e-06	0.002037	0.07528	2.706e-06	0.002034	0.0873	2.496e-06	0.002146	0.08572	2.21e-06	0.001587	0.08833
Not Mapped	-Transcription	1.81	1.894	1.974	1.426	1.493	1.56	1.324	1.374	1.441	1.284	1.331	1.398	1.245	1.29	1.356
-Not Mapped	-Transcription	1.81	1.894	1.974	1.426	1.493	1.56	1.324	1.374	1.441	1.284	1.331	1.398	1.245	1.29	1.356
TOTAL	-Translation	4.212	4.272	4.3	3.84	3.897	3.925	3.367	3.411	3.431	3.048	3.084	3.1	2.742	2.773	2.783
MAPPED	-Translation	3.843	3.898	3.923	3.565	3.617	3.643	3.149	3.19	3.209	2.869	2.903	2.918	2.586	2.615	2.625
Genetic Information Processing	-Translation	1.547	1.584	1.592	1.505	1.542	1.55	1.43	1.459	1.471	1.371	1.395	1.405	1.331	1.354	1.361
-Transcription	-Translation	0.1873	0.1942	0.2007	0.1766	0.1841	0.1907	0.1509	0.1577	0.1633	0.1276	0.1334	0.1384	0.115	0.1196	0.1243
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2578	0.2771	0.2893	0.2381	0.2566	0.2707	0.2068	0.2218	0.2362	0.1854	0.198	0.21	0.1678	0.1797	0.1892
-DNA Maintenance	-Translation	0.1021	0.1057	0.113	0.09015	0.09387	0.1002	0.07188	0.07488	0.07922	0.05773	0.06019	0.06352	0.04859	0.05076	0.05417
-RNA Family	-Translation	4.684e-06	6.346e-06	7.246e-06	3.575e-06	4.84e-06	5.523e-06	2.346e-06	3.179e-06	3.624e-06	1.829e-06	2.48e-06	2.825e-06	1.46e-06	1.982e-06	2.255e-06
Environmental Information Processing	-Translation	0.03994	0.04572	0.05325	0.02795	0.03539	0.04291	0.01997	0.02509	0.03093	0.0156	0.01957	0.02517	0.01246	0.01569	0.02043
-Signal Transduction	-Translation	0.03961	0.04539	0.05291	0.02795	0.03539	0.04291	0.01996	0.02509	0.03093	0.0156	0.01957	0.02517	0.01246	0.01569	0.02043
-Signaling Molecules and Interaction	-Translation	0.0003283	0.000333	0.0003351	9.536e-07	9.677e-07	9.746e-07	6.276e-07	6.357e-07	6.395e-07	4.9e-07	4.959e-07	4.985e-07	3.92e-07	3.963e-07	3.979e-07
Cellular Processes	-Translation	0.05299	0.0562	0.05982	0.03667	0.03834	0.04006	0.03105	0.03291	0.03495	0.02716	0.02881	0.03016	0.02327	0.02504	0.0268
-Cell Structure	-Translation	0.005177	0.005251	0.005284	0.0104	0.01056	0.01063	0.009468	0.009591	0.009648	0.008218	0.008316	0.00836	0.005928	0.005993	0.006016
-Crystallins	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Translation	8.38e-05	8.496e-05	0.002687	5.744e-05	5.831e-05	0.001955	5.142e-05	5.208e-05	0.002305	4.013e-05	4.06e-05	0.001517	3.211e-05	3.241e-05	0.001993
-Cytoskeleton	-Translation	0.01612	0.01635	0.01647	0.01426	0.01447	0.01458	0.01134	0.01149	0.01156	0.009717	0.009833	0.00989	0.008618	0.008713	0.008755
-Cell Motility	-Translation	0.01959	0.02048	0.02312	1.557e-05	1.592e-05	1.645e-05	1.025e-05	1.045e-05	1.081e-05	8.004e-06	8.147e-06	8.43e-06	6.402e-06	6.505e-06	6.738e-06
-Cell Growth and Death	-Translation	0.01147	0.01272	0.01329	0.01165	0.01308	0.01366	0.009945	0.01155	0.01209	0.009011	0.01049	0.01087	0.008563	0.01011	0.01049
-Cellular Community	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Translation	2.156	2.207	2.218	1.948	1.998	2.01	1.628	1.666	1.677	1.421	1.453	1.46	1.189	1.213	1.223
-Membrane Transport	-Translation	0.3727	0.3971	0.4298	0.3255	0.3438	0.3569	0.2606	0.2759	0.2839	0.2061	0.2192	0.2251	0.1538	0.1626	0.1655
-Central Carbon Metabolism	-Translation	0.6306	0.704	0.7562	0.5756	0.6276	0.6637	0.4576	0.4898	0.5308	0.3739	0.3937	0.429	0.2948	0.3117	0.3279
-Energy Metabolism	-Translation	0.07985	0.09084	0.1245	0.08438	0.1018	0.1388	0.07549	0.08888	0.121	0.06161	0.07296	0.1021	0.05035	0.05842	0.07524
-Biosynthesis	-Translation	0.5442	0.566	0.584	0.5796	0.5923	0.6101	0.5262	0.5342	0.551	0.5253	0.5308	0.5469	0.4757	0.48	0.4939
-Other Enzymes	-Translation	0.3399	0.4013	0.4597	0.293	0.3141	0.3334	0.2345	0.2516	0.2723	0.1957	0.2098	0.2254	0.1743	0.1904	0.1938
Organismal Systems	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Translation	0.000256	0.001676	0.01508	0.0002407	0.001441	0.01489	0.0001793	0.001357	0.01484	0.0001399	0.001103	0.01229	0.0001277	0.0009784	0.01139
-Cancers	-Translation	0	0.0003629	0.0003696	0	0.0002352	0.0002397	0	0.0001757	0.0001785	0	0.0001372	0.0001392	0	0.0001254	0.000127
-Immune Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Translation	1.692e-06	0.0006451	0.001008	1.291e-06	0.0005362	0.0009113	8.476e-07	0.0005832	0.0009019	6.612e-07	0.0004323	0.0006956	5.286e-07	0.0004135	0.0006566
-Drug resistance	-Translation	8.461e-07	0.0003513	0.01443	6.454e-07	0.0003845	0.01435	4.238e-07	0.0003288	0.01426	3.306e-07	0.0002936	0.01186	2.643e-07	0.0001948	0.01098
Not Mapped	-Translation	0.3688	0.3741	0.3765	0.2756	0.2796	0.2816	0.2181	0.2209	0.2222	0.1791	0.1812	0.1822	0.156	0.1577	0.1583
-Not Mapped	-Translation	0.3688	0.3741	0.3765	0.2756	0.2796	0.2816	0.2181	0.2209	0.2222	0.1791	0.1812	0.1822	0.156	0.1577	0.1583
TOTAL	-Folding, Sorting and Degradation	14.07	15.34	15.57	13.79	15.14	15.35	13.94	15.39	15.56	14.22	15.58	15.77	14.12	15.39	15.61
MAPPED	-Folding, Sorting and Degradation	12.83	13.99	14.2	12.8	14.06	14.25	13.04	14.39	14.56	13.38	14.66	14.84	13.32	14.51	14.72
Genetic Information Processing	-Folding, Sorting and Degradation	5.324	5.684	5.765	5.569	5.963	6.053	6.079	6.563	6.624	6.544	7.032	7.098	7.004	7.502	7.624
-Transcription	-Folding, Sorting and Degradation	0.624	0.7088	0.7268	0.6342	0.7277	0.7453	0.6263	0.7151	0.7405	0.5975	0.6782	0.7033	0.5915	0.6691	0.6923
-Translation	-Folding, Sorting and Degradation	3.325	3.597	3.636	3.577	3.871	3.919	4.126	4.499	4.535	4.651	5.042	5.084	5.135	5.545	5.63
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3756	0.3819	0.4014	0.3581	0.3675	0.3863	0.3269	0.3371	0.3544	0.2955	0.3038	0.3178	0.2738	0.2825	0.298
-RNA Family	-Folding, Sorting and Degradation	1.696e-05	2.277e-05	2.615e-05	1.397e-05	1.866e-05	2.138e-05	1.064e-05	1.414e-05	1.635e-05	9.297e-06	1.235e-05	1.427e-05	8.134e-06	1.085e-05	1.263e-05
Environmental Information Processing	-Folding, Sorting and Degradation	0.1328	0.1689	0.1912	0.1095	0.1383	0.1654	0.0905	0.1168	0.1386	0.07909	0.1032	0.1258	0.07013	0.0917	0.1122
-Signal Transduction	-Folding, Sorting and Degradation	0.1317	0.1677	0.19	0.1095	0.1383	0.1654	0.0905	0.1168	0.1386	0.07908	0.1032	0.1258	0.07013	0.0917	0.1122
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001096	0.001195	0.001213	3.424e-06	3.76e-06	3.811e-06	2.598e-06	2.867e-06	2.901e-06	2.286e-06	2.505e-06	2.536e-06	2.019e-06	2.199e-06	2.231e-06
Cellular Processes	-Folding, Sorting and Degradation	0.1906	0.2008	0.2124	0.1371	0.148	0.1563	0.1358	0.1475	0.1586	0.134	0.1436	0.1532	0.1277	0.138	0.1508
-Cell Structure	-Folding, Sorting and Degradation	0.01729	0.01885	0.01913	0.03735	0.04102	0.04157	0.03919	0.04326	0.04376	0.03833	0.042	0.04252	0.03053	0.03326	0.03374
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Folding, Sorting and Degradation	0.0002786	0.000307	0.009766	0.0002054	0.0002275	0.007627	0.0002121	0.0002351	0.01047	0.0001867	0.0002053	0.007709	0.0001649	0.0001804	0.01122
-Cytoskeleton	-Folding, Sorting and Degradation	0.05383	0.05869	0.06137	0.0512	0.05622	0.05913	0.04696	0.05183	0.05436	0.04532	0.04966	0.05166	0.04438	0.04835	0.05067
-Cell Motility	-Folding, Sorting and Degradation	0.07121	0.07726	0.08352	5.82e-05	6.221e-05	6.446e-05	4.416e-05	4.738e-05	4.901e-05	3.886e-05	4.13e-05	4.274e-05	3.432e-05	3.63e-05	3.793e-05
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04125	0.04397	0.04843	0.04539	0.04832	0.05379	0.04433	0.04937	0.05513	0.045	0.05012	0.0556	0.04702	0.05346	0.05908
-Cellular Community	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	7.169	7.943	8.059	6.968	7.786	7.868	6.716	7.496	7.6	6.612	7.312	7.405	6.108	6.71	6.884
-Membrane Transport	-Folding, Sorting and Degradation	1.288	1.405	1.562	1.203	1.321	1.364	1.103	1.238	1.271	0.9811	1.102	1.12	0.8129	0.8755	0.9236
-Central Carbon Metabolism	-Folding, Sorting and Degradation	2.097	2.533	2.847	2.059	2.426	2.603	1.888	2.203	2.375	1.739	1.985	2.145	1.544	1.728	1.827
-Energy Metabolism	-Folding, Sorting and Degradation	0.276	0.3458	0.4409	0.3117	0.4143	0.5229	0.3223	0.419	0.5441	0.3053	0.3882	0.5146	0.2766	0.3382	0.4172
-Biosynthesis	-Folding, Sorting and Degradation	1.809	2.058	2.15	2.08	2.31	2.45	2.171	2.42	2.551	2.444	2.686	2.834	2.443	2.676	2.836
-Other Enzymes	-Folding, Sorting and Degradation	1.175	1.506	1.621	1.048	1.227	1.305	0.9675	1.151	1.227	0.9102	1.073	1.139	0.8951	1.06	1.104
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.0009306	0.005572	0.05459	0.0009282	0.005154	0.0582	0.0008031	0.005599	0.06729	0.0006987	0.005129	0.06249	0.0007014	0.005058	0.06345
-Cancers	-Folding, Sorting and Degradation	0	0.001212	0.001338	0	0.0008445	0.0009385	0	0.0007274	0.000808	0	0.00064	0.000705	0	0.000646	0.000713
-Immune Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	6.076e-06	0.002336	0.003642	4.977e-06	0.002096	0.003568	3.797e-06	0.002645	0.004066	3.304e-06	0.002198	0.003514	2.904e-06	0.002303	0.003655
-Drug resistance	-Folding, Sorting and Degradation	3.038e-06	0.001269	0.05225	2.488e-06	0.001505	0.0561	1.899e-06	0.001482	0.06464	1.652e-06	0.001483	0.06029	1.452e-06	0.001084	0.06115
Not Mapped	-Folding, Sorting and Degradation	1.232	1.343	1.363	0.9894	1.086	1.101	0.9028	0.9965	1.008	0.8353	0.9152	0.9265	0.8034	0.8752	0.8879
-Not Mapped	-Folding, Sorting and Degradation	1.232	1.343	1.363	0.9894	1.086	1.101	0.9028	0.9965	1.008	0.8353	0.9152	0.9265	0.8034	0.8752	0.8879
TOTAL	-DNA Maintenance	37.45	40.02	41.18	38.49	41.1	42.43	42.64	45.06	46.56	48.11	50.67	52.44	50.81	54.04	55.96
MAPPED	-DNA Maintenance	34.17	36.51	37.57	35.73	38.15	39.38	39.88	42.14	43.55	45.29	47.69	49.36	47.92	50.96	52.77
Genetic Information Processing	-DNA Maintenance	14.01	14.75	15.13	15.4	16.14	16.65	18.45	19.17	19.78	22.02	22.81	23.59	24.97	26.29	27.17
-Transcription	-DNA Maintenance	1.66	1.835	1.914	1.77	1.959	2.049	1.916	2.1	2.207	2.022	2.21	2.327	2.129	2.367	2.48
-Translation	-DNA Maintenance	8.8	9.307	9.567	9.932	10.47	10.81	12.56	13.13	13.57	15.67	16.33	16.91	18.34	19.4	20.1
-Folding, Sorting and Degradation	-DNA Maintenance	2.444	2.57	2.651	2.548	2.689	2.792	2.786	2.962	3.027	3.107	3.289	3.371	3.279	3.482	3.633
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	4.359e-05	6.016e-05	6.787e-05	3.742e-05	5.154e-05	5.831e-05	3.079e-05	4.28e-05	4.854e-05	2.987e-05	4.162e-05	4.728e-05	2.832e-05	3.902e-05	4.429e-05
Environmental Information Processing	-DNA Maintenance	0.3535	0.4431	0.5062	0.2791	0.3725	0.4608	0.2521	0.3315	0.4172	0.2457	0.3315	0.4224	0.23	0.3168	0.4077
-Signal Transduction	-DNA Maintenance	0.3506	0.4399	0.503	0.2791	0.3725	0.4608	0.2521	0.3315	0.4172	0.2457	0.3315	0.4224	0.23	0.3168	0.4077
-Signaling Molecules and Interaction	-DNA Maintenance	0.002919	0.003119	0.003209	9.558e-06	1.021e-05	1.054e-05	7.947e-06	8.397e-06	8.677e-06	7.736e-06	8.147e-06	8.432e-06	7.262e-06	7.724e-06	7.998e-06
Cellular Processes	-DNA Maintenance	0.4849	0.5162	0.5571	0.3828	0.3979	0.4365	0.4154	0.4238	0.4771	0.4535	0.4597	0.5131	0.4628	0.4678	0.5414
-Cell Structure	-DNA Maintenance	0.04602	0.04918	0.05061	0.1043	0.1113	0.1149	0.1199	0.1267	0.1309	0.1297	0.1366	0.1414	0.1098	0.1168	0.1209
-Crystallins	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-DNA Maintenance	0.0007417	0.0008038	0.02589	0.0005735	0.0006212	0.0213	0.000649	0.0006954	0.03147	0.0006318	0.0006745	0.02582	0.0005934	0.0006386	0.04026
-Cytoskeleton	-DNA Maintenance	0.1433	0.1531	0.1579	0.1429	0.1526	0.1582	0.1437	0.1518	0.1578	0.1534	0.1615	0.1683	0.1597	0.1698	0.1774
-Cell Motility	-DNA Maintenance	0.1741	0.1947	0.2187	0.0001587	0.0001696	0.0001728	0.0001321	0.0001398	0.0001426	0.0001287	0.000136	0.0001387	0.0001206	0.0001283	0.0001318
-Cell Growth and Death	-DNA Maintenance	0.1091	0.1147	0.1229	0.125	0.1316	0.1431	0.1335	0.147	0.1587	0.1505	0.1669	0.1786	0.1694	0.1884	0.2045
-Cellular Community	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-DNA Maintenance	19.09	20.54	21.28	19.45	20.93	21.74	20.55	21.88	22.78	22.38	23.75	24.75	21.98	23.52	24.58
-Membrane Transport	-DNA Maintenance	3.28	3.69	4.066	3.233	3.537	3.808	3.273	3.61	3.786	3.229	3.55	3.736	2.821	3.048	3.327
-Central Carbon Metabolism	-DNA Maintenance	5.582	6.665	7.25	5.747	6.378	7.086	5.776	6.318	7.142	5.886	6.325	7.213	5.558	5.982	6.569
-Energy Metabolism	-DNA Maintenance	0.7027	0.89	1.121	0.8381	1.129	1.386	0.9559	1.236	1.535	1.005	1.264	1.619	0.971	1.202	1.4
-Biosynthesis	-DNA Maintenance	4.817	5.193	5.521	5.805	6.225	6.473	6.641	7.101	7.339	8.273	8.839	9.1	8.792	9.495	9.798
-Other Enzymes	-DNA Maintenance	2.991	3.839	4.291	2.926	3.303	3.552	2.96	3.319	3.636	3.081	3.463	3.745	3.205	3.593	3.853
Organismal Systems	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.002275	0.01483	0.1403	0.002585	0.01439	0.1559	0.002418	0.01713	0.1948	0.002347	0.01736	0.2008	0.002548	0.01821	0.2208
-Cancers	-DNA Maintenance	0	0.003227	0.003548	0	0.002358	0.002599	0	0.002225	0.00243	0	0.002166	0.002361	0	0.002324	0.00256
-Immune Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	1.609e-05	0.006004	0.009537	1.386e-05	0.005613	0.009708	1.143e-05	0.007656	0.01204	1.11e-05	0.007061	0.01156	1.055e-05	0.00802	0.01294
-Drug resistance	-DNA Maintenance	8.043e-06	0.003324	0.1343	6.931e-06	0.004096	0.1503	5.715e-06	0.004403	0.1871	5.549e-06	0.004908	0.1937	5.276e-06	0.003878	0.2129
Not Mapped	-DNA Maintenance	3.279	3.504	3.606	2.762	2.949	3.044	2.762	2.918	3.016	2.827	2.977	3.081	2.89	3.074	3.183
-Not Mapped	-DNA Maintenance	3.279	3.504	3.606	2.762	2.949	3.044	2.762	2.918	3.016	2.827	2.977	3.081	2.89	3.074	3.183
TOTAL	-RNA Family	561000	631100	841400	671200	755100	1007000	894300	1006000	1341000	1037000	1166000	1555000	1166000	1312000	1749000
MAPPED	-RNA Family	511800	575800	767800	623100	700900	934600	836400	940900	1255000	975600	1098000	1463000	1100000	1237000	1649000
Genetic Information Processing	-RNA Family	207700	238900	313500	264800	305000	400900	381500	438800	578500	467900	536800	709000	568500	650500	859600
-Transcription	-RNA Family	25420	29260	37150	31600	36460	46280	41240	47620	60930	44750	51750	66330	49900	57890	74230
-Translation	-RNA Family	130800	149800	196900	171600	196600	258600	261500	298800	393300	335500	382600	504500	420200	478300	631500
-Folding, Sorting and Degradation	-RNA Family	36710	43890	56980	44400	53190	69990	58130	70230	92890	66540	80720	106000	75780	91820	119400
-DNA Maintenance	-RNA Family	14430	16600	22380	16750	19260	26030	20340	23350	31310	20930	24020	32200	22060	25270	34420
-RNA Family	-RNA Family	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Environmental Information Processing	-RNA Family	5840	7155	9005	5416	7176	9151	5886	7745	9870	5898	7769	10150	5894	7813	10310
-Signal Transduction	-RNA Family	5796	7108	8940	5416	7176	9151	5886	7745	9870	5897	7769	10150	5893	7813	10310
-Signaling Molecules and Interaction	-RNA Family	43.72	49.19	65.58	0.1667	0.1875	0.25	0.1667	0.1875	0.25	0.1667	0.1875	0.25	0.1667	0.1875	0.25
Cellular Processes	-RNA Family	7354	8521	11780	6578	7602	10360	8572	9800	13750	9646	10990	15210	10460	11940	16920
-Cell Structure	-RNA Family	689.4	775.6	1034	1818	2046	2728	2514	2829	3772	2795	3144	4193	2520	2835	3780
-Crystallins	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-RNA Family	11.17	13.4	396.9	10.06	12.07	379.1	13.67	16.4	680	13.67	16.4	574.1	13.67	16.4	943.7
-Cytoskeleton	-RNA Family	2147	2415	3220	2492	2804	3738	3013	3389	4519	3305	3718	4957	3664	4122	5496
-Cell Motility	-RNA Family	2836	3142	4325	2.722	3.187	4.417	2.722	3.187	4.417	2.722	3.187	4.417	2.722	3.187	4.417
-Cell Growth and Death	-RNA Family	1670	1901	2506	2255	2536	3382	3029	3359	4543	3530	3904	5295	4254	4643	6382
-Cellular Community	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-RNA Family	288800	328200	433300	342800	390000	514000	435400	495500	652200	486600	553700	729100	508500	579400	762700
-Membrane Transport	-RNA Family	54370	59980	73410	56330	70180	84170	68160	84820	102500	69440	86110	104000	64690	78400	97100
-Central Carbon Metabolism	-RNA Family	87410	111200	159400	105700	125600	171600	128100	153400	208800	132100	159300	216400	130800	155500	210300
-Energy Metabolism	-RNA Family	12730	15730	19920	18030	21820	28110	23750	29930	37710	24850	32350	40670	25400	31620	37860
-Biosynthesis	-RNA Family	73610	85710	115000	101600	117900	157600	139400	161800	216000	178100	205100	275700	200100	227700	311600
-Other Enzymes	-RNA Family	52660	64210	75100	53910	64090	78820	68200	77490	95020	72710	83100	100600	81130	91660	110300
Organismal Systems	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-RNA Family	37.81	250	2115	49.73	282.2	2741	56.4	404.1	4097	56.4	420.7	4347	64.4	469.7	4985
-Cancers	-RNA Family	0	51.18	62.14	0	43.53	52.86	0	49.41	60	0	49.41	60	0	56.47	68.57
-Immune Diseases	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-RNA Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-RNA Family	0.2667	126.2	169.5	0.2667	137.4	200.9	0.2667	219.4	303.1	0.2667	216.6	299.9	0.2667	258.9	354.5
