K07541	PigX:Q8TBF5
K03260	Eif4g3:Q504Z1
K10496	ZbtB9:Q96C00
K01948	Cps1:Q6PEK7
K13213	MatR3:B7ZAV5
K03639	MocS1:Q9NZB8
K06928	NTPCR, C1orf57, HCR-NTPase, RP4-678E16.2:B0LV25
K01081	Nt5C1b:B4DZ86
K04328	FfaR2:C6KYL4
K08239	GnpTab:Q3T906
K02891	Rpl22l1:Q6P5R6
K15043	KPNA2, IPOA1, QIP2, RCH1, SRP1alpha:O60830
K11131	Dkc1:O60832
K12667	Rpn2:Q5JYR6
K14308	Nup54:Q7Z3B4
K09332	Rax:Q9Y2V3
K13760	Pde6h:Q13956
K02376	Fzd6:B4DRN0
K15296	NAPA:Q969X1
K01512	AcyP1:A6NDV8
K04558	SncAip:Q9NVG1
K07414	Cyp2d6:Q6NXU8
K04817	ChrNe:Q04844
K11353	NduFa13:Q9P0J0
K01102	Pdp1:Q9P0J1
K02892	MRPL23, L23MRP, RPL23, RPL23L:A6NIR2
K01280	Tpp2:P29144
K06571	TspAn7:P41732
K11703	Glt25d1:Q8NBJ5
K04535	GnaZ:Q8IY73
K12821	PrpF40a:O75400
K12361	RasGrp2:Q7LDG7
K01325	Klk2:P20151
K04354	Ppp2r2a:B4E1T7
K10397	Kif9:A8K932
K15184	AFF1:Q6IQ32
K06630	YwhAb:P31946
K07206	Tsc1:Q32NF0
K04648	DctN1:Q6IQ37
K02678	Ets1:F5GYX9
K03990	C3:P01024
K03910	A2m:P01023
hsa_Q6PJ43	Q6PJ43:Q6PJ43
K06529	SemA7a:F5GYX3
K10048	CebPb:P17676
K09365	Pou3f2:B3KTH8
K00182	Wnt2:A4D0V1
K03083	Gsk3b:P49841
K04257	Or5L2:Q8NGL0
K13806	DagLa:Q9Y4D2
K11432	PrdM2:Q13029
K04257	Or5D14:Q8NGL3
K06822	PlxNd1:Q9Y4D7
K04257	Or4A15:Q8NGL6
K04257	Or4P4:Q8NGL7
K07367	CarD11:Q9BXL7
K14990	SLC38A1, ATA1, NAT2, SAT1, SNAT1:Q9BXL5
K09228	Znf430:Q9H8G1
K11508	CenPp:Q6IPU0
K11860	OtuD7a:Q8TE49
K06106	CttN:Q53HG7
K16855	NUDT16:Q4GX03
K06751	Hla-e:A8K8M6
K04257	Or2A5:Q96R48
K00164	OgdH:B4E2U9
K00432	Gpx2:P18283
K04818	ChrNg:P07510
K06238	Col6a3:B7ZMJ7
K04257	Or2A7:Q96R45
K13207	CelF1:B4E2U5
K06252	Tnr:Q92752
K08533	RorB:Q92753
K03129	Taf4b:Q92750
K08798	MarK3:Q86U11
K13278	AspG:Q86U10
K09177	TfaP2c:Q92754
K05613	Slc1a2:P43004
K03144	Gtf2h4:Q92759
K09179	TfaP2e:Q6VUC0
K00586	Dph5:Q9H2P9
K09193	Sp3:Q02447
K09194	Sp4:Q02446
K05009	KcnJ16:Q9NPI9
K09228	Znf596:Q8TC21
K09049	Atf6b:Q99941
K00924	ItgB1bp3:Q9NPI5
K12610	Dcp1a:Q9NPI6
K11723	Brd7:Q9NPI1
K11847	Usp19:E7EN22
K04354	Ppp2r2d:Q66LE6
K00699	Ugt2b10:P36537
K09585	Tmx3:Q96JJ7
K10477	BtbD1:A6NMI8
K10407	Klc2:A8MXL7
K04564	Sod2:P04179
K14317	Nup214:P35658
K12171	Sh3Rf1:Q7Z6J0
K05725	Ptk2:Q05397
K01104	PtpN3:E7EN99
K01173	EndOg:Q14249
K04591	Emr1:Q14246
K06106	CttN:Q14247
K10433	Map7:Q14244
K09228	Znf480:Q8WV37
K01185	LyzL1:Q6UWQ5
K10275	LrrC29:Q8WV35
K12841	CheRp:Q8IWX8
K03006	PolR2a:P24928
K09105	Tfe3:B4DIA5
K04588	SctR:Q8IV17
K09428	Elf1:E9PDQ9
K12044	TnnI3:P19429
K04717	SgpP2:Q8IWX5
K05481	Il1Rn:Q53SC2
K05138	Il22ra1:Q8N6P7
K09371	Lmx1b:B7ZLH2
K00819	Oat:Q68CS0
K06738	SigLec6:O43699
K00871	PhkG2:P15735
K01363	CtsB:P07858
K04500	SmaD2:Q53XR6
K08271	StrAda:Q7RTN6
K03881	Nd4:Q85L09
K06083	WasF3:Q5T8P4
K13157	RnpC3:Q96LT9
K00280	LoxL3:P58215
K07869	RhoBtb3:O94955
K00876	UckL1:Q9NWZ5
K10301	FbxO21:O94952
K06709	Kdm4b:O94953
K04398	CasP8:Q14790
K16059	STIM1, D11S4896E, GOK, IMD10, TAM:Q15435-3
K02260	Cox17:Q14061
K08831	SrpK1:B4DS61
K14554	WDR36:O00499-2
K04348	Ppp3cb:P16298
K16056	ORAI1, CRACM1, IMD9, ORAT1, TMEM142A:C9JBC6
K13140	IntS3:Q68E01
K05274	KcnU1:A8MYU2
K00214	BlvRa:P53004
K10489	ZbtB2:Q8N680
K10249	EloVl4:Q9GZR5
K01672	Ca9:Q16790
K08595	SenP6:Q9GZR1
hsa_Q562S0	Q562S0:Q562S0
K03953	NduFa9:Q16795
K05212	GriN2d:Q59G17
K11589	Mbd1:B4DUR3
K00029	Me3:Q16798
K02949	Rps11:P62280
K12484	Rab11fip5:Q9UFM0
K03575	MutYh:E5KP28
K06747	VtcN1:Q7Z7D3
K09324	Gsc:P56915
K02726	PsmA2:P25787
K02207	Cdc34:P49427
K10059	CleC4e:Q9ULY5
K09283	HmgA2:Q1M182
K08805	DclK1:B7Z5K4
K09100	Sim1:P81133
K01495	Gch1:Q8IZH9
K06712	Btn2a2:B4DQ01
K08810	KalRn:O60229
K00476	AspH:B4DQ07
K17728	CYP4F8, CPF8, CYPIVF8:Q8N766-2
K01873	VarS2:B4E0K6
K04897	KcnE3:Q6IAE6
K03247	Eif3h:O15372
K05294	PgaP1:Q75T13
K10276	Kdm2b:A8MRS1
K06129	Pla2g15:Q8NCC3
K10053	RunX1t1:E7EPN4
K09228	Znf560:Q96MR9
hsa_A0AUL6	A0AUL6:A0AUL6
K10375	Tpm4:P67936
K01251	AhcY:P23526
K08182	Slc16a5:O15375
K05479	TnfSf18:Q9UNG2
K04458	PtpRr:Q7Z2V8
K12310	CtbS:Q5VX50
K10267	FbxW12:E9PG36
K03025	PolR3f:Q9H1D9
K00019	Bdh2:Q9BUT1
K10613	Cul7:B4DYZ0
K02971	Rps21:P63220
K12315	ActG2:E9PG30
K03283	HspA8:P11142
K04079	Hsp90aa1:Q86SX1
K10250	EloVl7:A1L3X0
K07390	GlrX5:Q86SX6
K00311	EtfDh:Q16134
K06535	Bsg:A6NJW1
K04257	Or1S1:Q8NH92
K10692	Lnx1:Q8TBB1
K03109	Srp9:A8K0N0
K06065	NcoR2:C9JFD3
K13524	AbaT:P80404
K12185	Vps37b:Q9H9H4
K04718	SphK1:Q96GK1
K01641	HmgCs1:Q5XJ04
K00933	Ckm:B2R892
K11975	Rnf144a:P50876
K11598	PsmB11:A5LHX3
K10461	KlhL35:F5H412
K10500	ZbtB17:F5H411
K02607	Orc5:A4D0P7
K09446	Irf5:Q13568
K06788	CxaDr:P78310
K12627	Naa38:O95777
hsa_I3L3R2	I3L3R2:I3L3R2
K04532	Nae1:Q13564
K10989	AicDa:Q7Z599
K08033	NeuRod1:Q13562
K04986	Pkd2:Q13563
K10424	DctN2:Q13561
K04254	Rgr:P47804
K13857	Slc4a5:Q9BY07
K12832	Sf3B5:Q9BWJ5
K04371	MapK3:Q9BWJ1
K13756	Pde6b:B4DHV7
K07980	Kir3dl1:P43629
K11182	Abp1:P19801
K11547	Ndc80:A8K031
K08492	Stx18:Q9P2W9
K13444	SumF1:B7XD05
K07992	TyrObp:F5H389
K01137	Gns:Q7Z3X3
K06752	Hla-dqa1:P01909
K06752	Hla-dqa2:P01906
K04511	PriCkle1:B3KVG6
K01015	SulT2b1:O00204
K10086	EdeM3:Q7L2Y5
K06752	Hla-dra:P01903
K05055	Il6R:P08887
K07835	RalB:Q6ZS74
K14753	GNB2L1:Q7L4E1-1
K04547	Gng13:Q9P2W3
K09094	AhrR:A9YTQ3
K11806	DcaF13:Q9NV06
K04500	SmaD3:F5H383
K01388	Mmp1:B4DN15
K00605	Amt:B4DE61
K04257	Or2D2:Q9H210
K07982	Kir2ds4:Q6H2G7
K05443	Il10:P22301
K05430	Il4:Q5FC01
K01672	Ca6:Q5FC00
K05060	Il6St:Q5FC04
K10446	KlhL8:Q7Z330
K11284	TspY1:A4FUW6
K10494	ZbtB7a:O95365
K14962	WDR82, MST107, MSTP107, PRO2730, PRO34047, SWD2, TMEM113, WDR82A:Q8N9A8-2
K04374	Atf4:Q96AQ3
K12006	TriM16:O95361
hsa_Q5T8M7	Q5T8M7:Q5T8M7
K01889	FarS2:O95363
K06847	Hfe2:Q6ZVN8
K08112	Gpc6:Q9Y625
K06089	F11R:Q9Y624
K10352	Myh4:Q9Y623
K00507	Scd5:Q86UC8
K06719	Cd300c:Q08708
K09667	Ogt:O15294
K08553	EsrRb:Q5F0P7
K08022	AloX15b:O15296
K10147	Ppm1d:O15297
K10144	RchY1:C7E542
K12373	HexB:P07686
K04446	NfaTc3:Q12968
K10356	Myo1e:Q12965
K05768	Gsn:Q5T0I2
K08732	RalGds:Q12967
K03134	Taf10:Q12962
K02958	Rps15:P62841
K09228	Znf492:Q9P255
K02974	Rps24:P62847
K06566	IfiTm3:Q01628
K06566	IfiTm2:Q01629
K04260	PtgEr3:P43115
K06510	Cd83:Q01151
K13898	Cst2:P09228
K06278	Cav1:Q03135
K08555	Nr3C2:B0ZBF6
K10395	Kif21a:Q2UVF1
K08555	Nr3C2:B0ZBF5
K07873	RhoH:Q15669
K08583	CapNs1:P04632
K04446	NfaT5:A2RRB4
K04724	CflAr:B4DJE0
K01456	NglY1:B4DJE9
K03113	Eif1b:O60739
K00813	Got2:P00505
K05400	Ly96:Q9Y6Y9
K13126	PABPC5, PABP5:A2AB02
K00643	AlaS2:A8K6C4
K04199	Mc1R:Q1JUL4
K13162	PcbP2:F8VYL7
K10326	Asb4:Q14D68
K14376	PAPOLA, PAP:P78376
K06742	Ncr2:O95944
K14525	RPP25L:P48634-1
K11593	Eif2c2:Q9UKV8
K10180	Tbx6:O95947
K05261	Pth:P01270
K10636	AmfR:Q9UKV5
K14570	REXO1:O60232
K12875	AciN1:Q9UKV3
K11409	HdaC9:Q9UKV0
K00799	GstM2:B4DRY4
K11987	PtgS2:P35354
K05429	Il2:P60568
K06458	Cd8A:Q8TAW8
K00962	PnpT1:Q8TCS8
K05699	ActN2:P35609
K04315	Gpr12:A8K2F5
K12472	Eps15:P42566
K08765	Cpt1b:B7Z5T8
K13761	Pde9a:O76083
K04344	CacNa1a:B5TYJ1
K13879	BesT2:Q8NFU1
K08537	Nr1H4:F1DAL1
K06094	LlgL2:Q6P1M3
K00328	IpmK:Q8NFU5
K05455	Nrg1:A6MW55
K05455	Nrg1:A6MW56
K06823	Col18a1:P39060
K00948	PrpS2:P11908
K01368	CtsS:B4DWC9
K01292	Cpn1:B1AP59
K08864	Tlk1:B3KR15
K05857	PlcD1:B3KR14
hsa_P60709	ActB:P60709
K04797	PfdN5:Q9C083
K13749	Slc24a1:O60721
K02649	Pik3r3:Q92569
K11973	Rnf19b:Q6ZMZ0
K01937	CtpS:P17812
K09230	ZscAn16:Q9H4T2
K08588	Bap1:Q92560
K08133	Col14a1:Q05707
K10081	LmaN1l:Q9HAT1
K06735	Jam2:P57087
K04433	Map2k6:P52564
K05970	SiaE:Q9HAT2
K10178	Tbx4:P57082
K03938	NduFs5:Q6IBA0
K11964	PelI2:Q9HAT8
K01896	AcsM3:Q53FZ2
K04721	TnfSf10:Q6IBA9
K00717	Fut8:Q546E0
K09228	Znf611:Q8N823
K10429	Map1b:Q6PJD3
K01785	GalM:Q53RY1
K06566	IfiTm3:Q53Y76
K11997	TriM2:D3DP09
K09315	Dlx5:Q53Y73
K11257	Fut11:Q495W5
K06848	HapLn1:P10915
K07993	Mmp11:B3KQS8
K08764	Scp2:Q59HG9
K14165	DusP27:Q5VZP5
K08010	Ncf2:E9PHJ2
K12486	SmaP2:Q8WU79
K10950	Ero1l:Q96HE7
K04207	Npy5r:Q15761
K08867	Wnk2:Q9Y3S1
K01319	CtsG:P08311
K06813	Cdh23:Q9H251
K06115	SptBn4:Q9H253
K04909	KcnH6:Q9H252
K04257	Or51e2:Q9H255
K06115	SptBn4:Q9H254
K12794	CarD9:Q9H257
K13980	Adh4:P08319
K09228	Znf610:Q8N9Z0
K02564	GnpDa2:Q8TDQ7
K04594	LphN3:E9PE04
K13783	Slc37a2:Q8TED4
K05868	CcnB1:P14635
K10849	ErcC1:P07992
K14649	TAF8:O43598
K04659	ThbS1:P07996
K01168	RnaSe1:P07998
K04704	SprY2:O43597
K14288	XpoT:O43592
K10368	CapG:P40121
K01827	Dct:P40126
K14556	WDR3:Q6PII3
K12736	PpwD1:Q96BP3
K05226	Cck:P06307
K13499	ChsY1:Q86X52
K10738	Mcm9:Q9NXL9
K12392	Ap1B1:Q86X54
K05931	CarM1:Q86X55
K11513	Mlf1ip:Q71F23
K11840	Usp9x:Q86X58
K08573	CapN3:Q9BQC8
K04257	Or4C46:A6NHA9
K06097	Tjp3:O95049
K05469	TnfSf4:P23510
K04466	Map3k14:Q99558
K04257	Or4F16:Q6IEY1
K01581	Odc1:Q53TU3
K02741	PsmB9:Q5JNW4
K06766	Neo1:Q59FP8
K03334	Il4I1:Q96RQ9
K10447	KlhL9:Q58EZ4
K12344	Srd5a2:P31213
K12167	HecW1:Q76N89
K01968	MccC1:Q96RQ3
K06842	SemA6d:A6NM95
K09228	Znf10:Q9UG14
K06115	SptB:Q59FP5
K09228	Znf155:Q12901
K13133	GemIn5:Q58EZ8
K05048	Slc6a15:Q8IXG2
K09037	MafF:B4DV49
K01069	HagHl:Q6PII5
K14078	Slc26a3:P40879
K08734	Mlh1:P40692
K11252	HisT1h2bb:P33778
K08187	Slc16a10:Q8TF71
K08734	Mlh1:B4DI13
K09063	Tcf4:G0LNU5
K00545	ComT:P21964
K06579	Rhd:Q02161
K09063	Tcf4:G0LNU0
K04257	Or1F1:O43749
K09063	Tcf4:G0LNU9
K09228	Znf510:Q5SZP5
K11512	CenPt:Q96BT3
K00953	FlaD1:Q8NFF5
K05090	Csf1r:P07333
K07527	Fes:P07332
K04345	PrkAcb:B4DKB0
K01379	CtsD:P07339
K03914	F2r:Q2TNB2
K11839	Usp8:Q05DF5
K08857	Nek4:Q05DF6
K02176	SfrP2:B3KSM5
K12826	Sf3A2:Q05DF2
K08055	B2m:P61769
K06542	Cd160:Q6FH89
K14753	GNB2L1, Gnb2-rs1, H12.3, HLC-7, PIG21, RACK1:B3KSM8
K06776	PtpRk:Q86WJ2
K13377	TgfB3:P10600
K05857	PlcD4:Q9BRC7
K09262	Mef2d:Q14814
K04954	Hcn1:Q86WJ6
K04956	Hcn3:Q86WJ5
K01134	ArsA:B4DVI5
K04257	Or8G5:B2RND3
K01835	Pgm1:B7Z6C2
K05858	PlcB1:Q9NQ66
K09275	Ubp1:Q9NZI7
K09275	TfcP2l1:Q9NZI6
K09275	GrhL1:Q9NZI5
K08282	Stk39:Q9UEW8
K04595	EltD1:Q9HBW9
K04826	ScnN1d:A6NNF7
K07830	RraS2:P62070
K06712	BtnL8:F8W712
K05403	TirAp:P58753
K05184	GabRd:O14764
K04722	TnfRsf10b:O14763
hsa_Q562W3	Q562W3:Q562W3
K09377	CsrP3:P50461
K01322	PreP:P48147
K04667	InhBc:P55103
K10098	CalR3:Q96L12
K00775	Art5:Q96L15
K13539	LmlN:F8WB28
K05496	Gdf10:P55107
K14544	NOL6, NRAP, UTP22, bA311H10.1:B7Z493
hsa_Q562W5	Q562W5:Q562W5
K13116	Ddx41:Q9UJV9
K05268	NpbWr1:P48145
K15728	LPIN1, PAP1:A8MVH2
K05408	Ccl3:P10147
K07189	PPP1R3E:Q9HBR0
K04710	CERS1, LAG1, LASS1, UOG1:Q8NF06
K01353	GzmB:P10144
K02879	MRPL17, L17mt, LIP2, MRP-L17, MRP-L26, RPL17L, RPML26:Q8NF03
K03426	NudT12:Q9BQG2
K03157	Ltb:Q06643
hsa_Q562W6	Q562W6:Q562W6
hsa_Q562W9	Q562W9:Q562W9
K10508	ZbtB34:Q8NCN2
K05509	Ccl7:P80098
K04405	EcsIt:E9PAN9
K07912	Rab24:Q969Q5
K03257	Eif4a1:P60842
K09228	Znf268:F5H1T2
K00901	DgkQ:P52824
K10429	Map1a:Q504X9
K04906	KcnH3:Q9ULD8
K09228	Znf777:Q9ULD5
K05128	Ryk:P34925
K01785	GalM:Q96C23
K00164	OgdHl:Q9ULD0
K02159	Bax:Q07812
K04358	Fgf20:B2RPH5
K06725	LaiR2:Q6ISS4
K07885	Rab27a:P51159
K11348	BrpF1:P55201
K00773	QtrT1:Q71RF8
K02161	Bcl2:C9JHD5
K06109	Rab13:P51153
K01312	PrsS3:P35030
K12836	U2aF1:Q71RF1
K07915	Rab28:P51157
K13711	Pi4K2a:Q9BTU6
K05059	CntFr:Q5U050
K12003	TriM13:O60858
K13811	PapSs1:Q6IAX6
K00801	FdfT1:Q6IAX1
K02889	Rpl21:Q6IAX2
K00033	Pgd:A8K2Y9
K11833	Usp21:Q9UK80
K05755	ArpC4:F6TTL5
K08748	Slc27a5:Q9Y2P5
K08749	Slc27a6:Q9Y2P4
K09228	Znf256:Q9Y2P7
K10064	AsgR2:Q7Z4G9
K04523	UbqLn1:Q9UMX0
K09254	Rel:Q04864
K08328	GucA1b:Q9UMX6
K00815	Tat:P17735
K14574	SBDS:Q5T0F9-1
K09230	ZscAn23:Q3MJ62
K11863	AtxN3:D6RDL9
K15292	STXBP1, MUNC18-1, NSEC1, P67, RBSEC1, UNC18:Q6MZP7-2
K07952	ArfRp1:Q13795
K10131	PmaIp1:Q13794
K04892	KcnD2:A4D0V9
K04374	Atf4:P18848
K06107	Epb41:Q29RX4
K08750	FabP1:Q6FGL7
K00719	B3gAlnt1:Q7L9G8
K05257	Ucn3:Q969E3
K09032	Atf3:P18847
K09053	Atf1:P18846
K10364	CapZa2:A4D0V4
K02599	NotCh2:Q6IQ50
K00699	Ugt1a5:P35504
K06237	Col4a1:P02462
K05858	PlcB2:Q00722
K08815	TtbK2:Q6IQ55
K09228	Znf175:Q9Y473
K08857	Nek1:Q5JXL9
K12405	Hsd17b4:B4DNV1
K13214	NonO:F5GYZ3
K03853	CapN2:P17655
K10359	Myo7a:B9A012
K01937	CtpS2:Q9NRF8
K11300	HmgN2:P05204
K09377	CsrP1:A8K268
K02728	PsmA4:P25789
K01296	Cpm:P14384
K00761	UprT:A8KAF9
K04879	KcnA6:P17658
K10358	Myo6:Q9UM54
K06051	Dll1:O00548
K12489	AcaP2:Q15057
K12852	EftUd2:Q15029
K12031	TriM65:Q6PJ69
K12589	ExoSc7:Q15024
K12489	AcaP1:Q15027
K06677	NcaPd2:Q15021
K07204	RptOr:F5H7J5
K10320	FbxO46:Q6PJ61
K11463	Suz12:Q15022
K08341	GabArapl2:Q6FG91
K01519	ItpA:Q9BY32
K08514	VamP5:Q6FG93
K08807	Pim3:Q86V86
K12881	ThoC4:Q86V81
K12473	LdlR:Q59FQ1
K02943	RplP2:Q6FG96
hsa_I3L3I0	I3L3I0:I3L3I0
K05014	ClcN5:B3KRR2
K10172	T:O15178
K07981	Kir2dl2:Q6H2H0
K06452	Cd3G:P09693
K03231	Eef1a1:Q6IPS9
K09409	FoxP2:B4DLD9
K04257	Or51s1:Q8NGJ8
K04257	Or51t1:Q8NGJ9
K04257	Or5F1:O95221
K04257	Or52h1:Q8NGJ2
K08120	AspN:Q9BXN1
K10074	CleC7a:Q9BXN2
K04257	Or4D6:Q8NGJ1
K10597	Ube4b:A8K8S9
K13711	Pi4K2b:Q8TCG2
K04257	Or52e2:Q8NGJ4
K04703	SprEd2:E9PEP0
K01974	RtcD1:O00442
K12490	AraP3:Q9H7C1
K04956	Hcn3:Q9P1Z3
K04204	PpyR1:P50391
K10491	ZbtB4:Q9P1Z0
K04257	Or2M2:Q96R28
K15053	CHMP7:Q8TCY9-1
K04153	Htr1a:Q5ZGX3
hsa_F8VSD1	F8VSD1:F8VSD1
K04716	SgpP1:Q9BX95
K03456	Ppp2r1b:A8MY67
K03128	Taf2:B3KMD8
K02927	Uba52:P62987
K06257	Sdc2:P34741
K10874	Rdm1:A8MY68
K05644	AbcA4:Q6AI28
K04942	KcnN1:Q92952
K04886	KcnB2:Q92953
K09623	Klk15:Q9H2R5
K12030	TriM62:Q9BVG3
K10993	C17Orf70:A4ZI32
K08730	PtdSs2:Q9BVG9
K10406	KifC3:Q9BVG8
K08824	CdkL2:Q92772
K05136	Il20ra:Q9UHF4
K11223	StaT5a:P42229
K11247	Sh3Gl2:Q99962
K11247	Sh3Gl3:Q99963
K04245	CmkLr1:Q99788
K06833	AdaM2:Q99965
K09291	Tpr:Q99968
K04491	Tcf7l2:C6ZRK5
K07996	Mmp16:P51512
K04491	Tcf7l2:C6ZRK0
K04491	Tcf7l2:C6ZRK1
K04491	Tcf7l2:C6ZRK2
K03259	Eif4e1b:A6NMX2
K08637	Cpa4:Q9UI42
K02427	FtsJ2:Q9UI43
K10409	DnaI1:Q9UI46
K05691	CtnNa3:Q9UI47
K01044	Ces5a:Q6NT32
K04718	SphK1:Q53ZR5
K01587	PaiCs:P22234
K12310	CtbS:Q01459
K09617	Klk5:Q53ZR3
K09848	TraF4:Q9BUZ4
K05771	Nr3C1:P04150
K00070	Hsd3b2:P26439
K09228	Znf684:B3KSP5
K08788	DmpK:E5KR06
K08788	DmpK:E5KR05
K04257	Or51b5:Q05CQ2
K08849	RfwD3:Q6PCD5
K11861	VcpIp1:Q96JH7
K05185	GabRe:Q6PCD2
K06551	SirPa:B2R6C3
K00752	Has1:Q8IYH3
K15728	LPIN2:Q9NRG7-2
K04461	Ppm1b:O75688
K10442	KlhL5:Q7Z6D5
K11251	H2aFb3:P0C5Z0
K11543	Mis12:Q9H081
K14216	Oas2:Q7Z6D0
K14400	PCF11:P29400-2
K04532	Nae1:A6NFN4
K06630	YwhAq:P27348
K00476	AspH:B4DIC9
K03943	NduFv2:P19404
K06514	Thy1:B0YJA4
K10485	GmcL1:Q53SE7
K10131	PmaIp1:Q8N589
K13914	StaTh:P02808
K09516	RetSat:Q6NUM9
K01112	MtmR2:A6NN98
K08803	DapK1:Q59H88
K16059	STIM2:Q68CQ7
K10712	Ado:B3KXN9
K15620	GOLPH3:Q68CQ5
K10632	BraP:Q59H81
K11187	PrdX5:B7ZLJ4
K06842	SemA6b:Q9H3T3
K06842	SemA6c:Q9H3T2
K01540	Atp1b1:A3KLL5
K01672	Ca7:P43166
K10637	MylIp:Q8WY64
K09752	TmpRss11f:Q6ZWK6
K11461	ScmH1:B3KMZ7
K08630	AdaMts16:Q8TE57
K03660	Ogg1:E5KPN1
K03660	Ogg1:E5KPN0
K12599	SkiV2l:Q9NPK3
K00826	BcaT1:P54687
K11581	SgoL2:B7Z7S9
K03267	GspT1:B2RCT6
K10646	TraF7:Q6Q0C0
K05417	Il11:A8K3F7
K00844	HKDC1:C9J586
K08855	Gak:O14976
K00643	AlaS2:A8K3F0
K09303	HoxA3:O43365
K09302	HoxA2:O43364
K09229	Znf263:O14978
K13044	HnrPdl:O14979
K15361	WDR48, P80, UAF1:Q6P587
K05717	Fn1:Q6N084
K02678	Ets1:Q6N087
K03066	PsmC5:P62195
K11456	Phc1:Q6N083
K12499	Ccl5:D0EI67
K04614	Vn1R1:Q9GZP7
K01229	Lct:P09848
hsa_I3L4N8	I3L4N8:I3L4N8
K05450	PdgFd:Q9GZP0
K05283	PigW:Q7Z7B1
K00261	GluD2:P49448
K05662	AbcB7:O75027
K06069	PrkCz:Q05513
K06580	RhaG:Q02094
K10055	ZbtB16:Q05516
K06512	LilRb3:O75022
K04176	Ccr1:Q5U003
K12899	SrsF11:Q05519
K10567	NeiL1:Q96FI4
K06713	IcoS:Q53QY6
K04601	CelSr2:Q9HCU4
K14003	PreB:Q9HCU5
K06706	Cd248:Q9HCU0
K08860	Eif2ak2:Q8IW76
K12018	TriM42:Q8IWZ5
K12019	TriM48:Q8IWZ4
K07424	Cyp3a5:B7Z5I7
K13096	SugP1:Q8IWZ8
K03505	PolD4:Q9HCU8
K06087	CldN19:B7Z5I2
K10305	FbxO32:Q0VAQ6
K10179	Tbx5:A6ND77
K09228	Zik1:Q3SY52
K12470	Sh3Kbp1:B7Z1D5
K09196	Sp6:Q3SY56
K09061	C2oRf3:B3KUM5
K08620	AdaMts5:Q9UNA0
K03510	PolI:Q9UNA4
K11109	Pot1:Q5MJ33
K03257	Eif4a2:Q14240
K09370	Isl1:P61371
K10443	KlhL2:F5H6M3
K08474	Tas2r50:P59544
K05208	GriN1:Q5VSF5
K05208	GriN1:Q5VSF4
K08474	Tas2r46:P59540
K09228	Znf480:Q7Z2X8
K10434	Map9:Q49MG5
K10415	DynC1i2:Q13409
K06674	Smc2:Q7Z2X1
K07605	Krt8:P05787
K09103	Ebf2:Q9HAK2
K07604	Krt18:P05783
K05444	Il24:Q2YHE5
K03094	Skp1:P63208
K04838	Scn5a:E9PG18
K02270	Cox7a2:P14406
K13811	PapSs2:Q5TB52
K10181	Tbx10:O75333
K12496	Egr2:P11161
K09232	GliS3:Q1PHJ8
K07938	Arf3:P61204
K11999	TriM22:B4DQS5
K04257	Or6Y1:Q8NGX8
K00710	GalNt5:A5PKZ1
K02921	Rpl37a:P61513
K09228	Znf799:Q96GE5
K06558	Msr1:P21757
K05759	Pfn4:Q8NHR9
K12033	TriM68:Q6AZZ1
K10033	CxcL14:O95715
K10595	HerC2:O95714
K02861	RipK1:Q13546
K06067	HdaC1:Q13547
K01529	Ddx56:Q9NY93
K07752	Cpd:F5GZH6
K00741	B3gNt2:Q9NY97
K05176	GabRa2:P47869
K00027	Me2:Q9BWL6
K14411	DAZAP1:A8MTG3
K04608	Grm8:O00222
K09385	FoxG1:P55316
K09387	FoxA1:P55317
K12880	ThoC3:Q96J01
K06632	Wee1:B3KVE1
K08026	OneCut1:Q9UBC0
K09256	NfkBil1:Q9UBC1
K00558	DnmT3b:Q9UBC3
K08038	FoxA3:P55318
K10356	Myo1a:Q9UBC5
K04634	GnaQ:P50148
K09537	DnaJc17:Q9NVM6
K05051	TaaR2:Q9P1P5
K07955	Arl8a:Q96BM9
K11438	PrmT7:Q9NVM4
K15010	HOMER3, HOMER-3, VESL3:Q25B79
K01230	Man1a1:P33908
K01197	SpaM1:Q5D1J4
K11799	DcaF4:B4DN30
K05444	Il19:Q5VUT3
K04947	KcnT2:Q6ZS12
K15184	AFF1:Q8IUD6-1
K09061	C2oRf3:Q9BVX3
K02209	Mcm5:B1AHB0
K01104	PtpRa:P18433
K12821	PrpF40a:Q05C41
K05093	FgfR2:P21802
K05459	Igf1:Q59GC5
K05607	AUH:Q9NUY8-1
K02161	Bcl2:P10415
K10106	GgcX:E9PEE1
K13649	FolR2:P14207
K11275	HisT1h1e:P10412
K08045	AdcY5:B7Z2C7
K03031	PsmD8:P48556
K09399	FoxF2:Q12947
K09399	FoxF1:Q12946
K09563	PpiC:P45877
K03061	PsmC2:P35998
K05948	RfnG:Q9Y644
K08967	Adi1:Q9BV57
K05442	IfnE:Q86WN2
K09228	Znf546:Q86UE3
K06266	Cd47:Q08722
K09396	FoxC1:Q12948
K11446	Kdm5c:B4E3I2
K00844	Hk1:A8K7J7
K04559	Hip1:B4E3I7
K03996	C7:P10643
K08117	AplP2:B4E3I5
K14386	SLC5A6:Q86WN1
K04624	Tas1r1:A8K7J9
K04453	Max:Q96CY8
K01369	LgmN:Q96CY7
K05101	NtrK3:Q96CY4
K03575	MutYh:Q9UIF7
K07995	Mmp15:P51511
K11855	Usp36:Q9P275
K08896	Bmx:P51813
K04373	Rps6ka3:P51812
