K01369	DelTa-vpe
K10881	DSS1(I) DSS1(V)
hsa_B4DW52	-
K10088	AT5G35080
K10086	-
K10084	AT1G27520
K10085	AT5G43710
K10082	-
K10080	-
K10081	-
K04280	-
K03013	RPB5C RPB5E RPB5D NrpB5 NrpE5
K08909	LhcA3
K05732	-
hsa_Q8WVW5	-
K05730	-
K05737	-
K05734	-
K03019	AT4G07950 AT1G01210
K03639	Cnx3 Cnx2
K08903	Psb28
K00546	-
K00547	Hmt-1 Hmt3 Hmt2
K00544	-
K00542	-
K00540	Aox1b Aox1c Aox2 Aox1a
K00541	-
K00548	-
K00549	ATMS1 MS2 AtmS3
K01412	MppBeta
K01147	-
K04426	-
K01142	Arp
K01419	-
K04429	-
K01148	AT3G25440
K00788	-
K14506	JAR1
K14505	CYCD3;2
K14503	BES1 BZR1
sce_YLR390W-A	-
K14501	BSU1
K14500	BSK1 BSK2 BSK3
K05084	-
K05087	-
K14509	ERS1 ERS2 EIN4 ETR1 ETR2
K14508	NPR1 NPR3 NPR4 AT4G26120
K09837	Lut1
K12900	SR33 SCL30A SCL30 SCL28
K02140	AT4G26210 AT2G19680 AT4G29480
K02142	-
K03841	AT1G43670 AT5G64380 HCEF1
K02144	AT3G42050
K02145	Vha-a
K02146	AT3G28715 AT3G28710
K02147	AT4G38510 AT1G76030 AT1G20260
sce_YIR019C	-
eco_b4376	-
K03363	AT5G26900 Cdc20.2 Cdc20.1
K03362	-
K03817	-
K03816	-
K03367	-
K03366	-
K03364	Fzr2 FZR3 Ccs52a2
K07868	-
K17686	-
hsa_B3KPP5	-
K16628	-
K16330	-
K13237	SdrB AT2G07640
K13238	-
K13239	-
K07248	-
K07249	-
K11459	-
mpn_MPN141	-
K02822	-
K08635	-
sce_YOR230W	-
K06265	-
K06266	-
K06261	-
K06269	AT3G05580 TopP4 TOPP6 TOPP7 TOPP1 TOPP2 TOPP8
K06268	CBL2 CBL9 CBL8 CBL1 AT3G18430
hsa_Q562T3	-
K11278	-
K11279	Nap1
hsa_Q562T7	-
hsa_Q562T6	-
hsa_Q562T5	-
hsa_Q562T4	-
K11272	-
hsa_Q562T9	-
K11271	-
K11274	-
K11275	His1-3
K00049	-
K00048	-
K00738	-
K00734	-
K00737	AT1G12990 AT2G13290 AT3G01620 AT5G14480
K00736	AT2G05320
K00731	-
K00046	-
K00733	-
K04559	-
K01070	SfgH
K01072	-
K01074	AT5G47340 AT4G17480 AT4G17483 AT4G17470 AT3G60340 AT5G47330
K04557	-
K11851	Ubp27
K11585	-
K04639	-
K11586	-
K04630	-
K04632	-
K04633	-
K04634	-
K04635	-
K14977	UGLYAH
K14970	-
K00959	-
K00958	Aps4
K00951	-
K00953	-
K00954	-
K00957	-
K00956	-
K15379	-
K15376	-
K15375	-
K15374	-
hsa_B3KWQ3	-
K04663	-
K02777	-
K02775	-
K02774	-
K02773	-
K02778	-
eco_b3509	-
sce_YDR356W	-
K01602	AT5G38430 AT5G38410 AT5G38420 RbcS1a
K01601	RbcL
K01609	AT5G48220 AT2G04400
K02805	-
K02551	-
K05270	-
K05277	LdoX AT4G22870
K05275	-
K02802	-
K05279	AtoMt1
K02558	-
K03601	-
K03602	-
K03603	-
K03604	-
sce_YHR129C	-
K03608	-
K03609	MinD
K08847	-
K08846	-
K08845	-
K08844	-
sce_YJL158C	-
K06070	-
K06071	-
K06072	-
K06075	-
hsa_Q59FV6	-
K12467	AT3G25810 Tps10
K12464	-
K12462	-
K12460	-
K12469	-
K07657	-
K07659	-
K07658	-
K07380	-
K07385	TPS-CIN
K07387	-
K06920	-
K10319	-
K06928	-
K07031	-
hsa_B4DXW1	-
spo_SPAC25B8.12c	-
K00384	NTRA NtrB NTRC
K00387	Sox
K00380	-
K00381	-
K00382	AT4G16155 MtlPd1 Lpd1 MtlPd2
K00383	Gr GR1
K01380	-
K01389	-
K05718	-
K05719	-
K05868	CycB2 CycB1 Cyc1bat CycB3
K05869	-
K05864	Sqn
K05865	-
K05862	-
K05863	-
K17834	-
K00560	-
K00562	-
K05573	NdhB
K00564	-
K00565	AT3G52210 AT3G20650
K00566	AT1G51310
K00567	-
K00568	-
K00569	-
K10364	-
K04409	-
K04407	-
K04406	-
K04405	-
K01164	AT2G47300
K04403	-
K15788	-
K15789	-
K08018	-
sce_YOL030W	-
K14561	IMP4
K14560	AT5G15750
K14563	FIB1 AT5G52490 FIB2
K14562	-
K14565	AT5G27140 AT3G05060 AT5G27120
K14564	AT3G12860 NOP56
K14567	AT5G08600 AT4G02400
K14566	AT1G26530 AT2G46230
K14569	AT1G06720
K14568	AT3G57000
K08093	-
K08094	-
sce_YER150W	-
K12406	-
K01743	-
hsa_D2JYH4	-
K02128	Atp9 AT2G07671
K02129	-
K02528	-
K02126	AT2G07741 Atp6-1 Atp6-2
K02127	-
hsa_B7Z6P1	-
K00116	-
K03831	-
K07636	-
K03839	-
K13781	-
K13784	-
K13038	-
K13788	-
K13789	AT3G29430 Ggr AT2G18620 AT3G32040 GgpS6 GgpS4 AT3G14530 GgpS2 GgpS3 GgpS1 AT3G14510
K13034	CysC1
K13035	Nit4
K12257	-
K12251	NLP1
hsa_P61160	-
K12046	-
K13250	AT5G14030
K13251	-
K01745	-
K12075	-
K12077	-
K01535	Aha10 Aha11 Aha4 Aha5 Aha6 Aha7 Aha1 Aha2 Aha3 Aha8 Aha9
K04725	-
eco_b3336	-
K06724	-
K06726	-
K11788	-
K11789	DcaF1
K11531	-
K11786	-
K11787	-
K01540	-
K11532	-
K12783	-
K06246	-
K06243	-
K06241	-
K06240	-
K16206	BARS1
K16204	AT1G78500
K11525	-
K11522	-
K11523	-
K11252	Htb4 Htb1 Htb2 Htb11 Htb9
K11253	Htr12 Mgh3
hsa_Q562Q5	-
K00717	-
hsa_Q562R4	-
hsa_Q562R7	-
hsa_Q562R6	-
hsa_Q562R1	-
hsa_Q562R0	-
hsa_Q562R3	-
K00710	-
hsa_Q562R8	-
K00718	-
K10781	FatB
K13123	Tgh
sce_YAL063C	-
K04650	-
K06170	-
K15225	-
K04659	-
K06173	-
K14958	-
K00972	GlcNA.1UT2 GlcNA.1UT1
K00971	Cyt1
K00975	Adg1 Aps2 Apl2 Apl1 Apl4 Apl3
K00974	-
K00979	KDSB
K14957	-
K09659	AT1G48140
K04121	Ga2
hsa_B3KUD3	-
K10140	Ddb2
K01596	-
K01597	Mvd1 AT3G54250
K01594	-
K01595	AtpPc4 AtpPc1 AtpPc2 AtpPc3
K01592	AT2G20340
K01593	-
K01590	emb1075
K01591	-
K01598	ATHAL3B Hal3a
K01599	HEME1 HEME2
K09364	-
K02603	Orc1a Orc1b
K09362	-
K02713	PsbL
K08370	-
K02717	Ppl1 PsbP-1 PsbP-2
K02716	PsbO2 PsbO1
K02719	-
K03990	-
K03991	-
K03993	-
K03448	-
K01620	Tha2 Tha1
K01623	FBA2 FBA1 AT2G36460 AT4G26530 AT4G26520 AT5G03690 AT2G01140 AT3G52930
K01624	-
K01625	-
K01626	Dhs1 AT1G22410 Dhs2
K01627	AtkdsA1 AtkDsa2
K05298	GapA GapA-2 GapB
K05295	-
K05294	-
K02825	-
K05291	AT3G07180
K05290	AT1G08750
K05293	AT1G63110
K05292	AT3G07140
K03669	-
K03662	-
K03660	Ogg1
K03661	AT4G32530 AT2G25610
K03667	-
K06013	AtsTe24
K02606	Orc4
K02605	Orc3
K02993	AT5G16130 AT3G02560 AT1G48830
K02992	Rps12
K08287	Afc2
K16786	-
K08281	-
K08282	PhoT1
K12446	Ara1 AT3G42850
K12447	AtuSp
K12448	Mee25 Dur Mur4 AT4G20460
K12449	Axs2 Axs1
K03125	Haf01 Haf2
hsa_Q562N0	-
K03127	Taf13
K11069	-
K03126	Taf12 EER4
K11067	-
K11065	-
hsa_Q562N4	-
K06902	-
hsa_Q562N6	-
K08832	-
K00415	-
sce_YML085C	-
K05907	Apr1 Apr3 Apr2
K05906	FclY
K05901	-
K04334	-
K00366	Nir1
K00364	-
K00365	AT2G26230
K00363	-
K00360	Nia1 Nia2
NotMapped	NotMapped
